gene_name.84	intercept_LCL	intercept_err_LCL	x_coeff_LCL	x_coeff_err_LCL	x_pval_LCL	x_adj_pval_LCL	y_coeff_LCL	y_coeff_err_LCL	y_pval_LCL	y_adj_pval_LCL	adj.r.sq_LCL	reg_pval_LCL	reg_adj_pval_LCL	deltaEx_LCL	deltaEx_err_LCL	deltaEx_95_CI_lo_LCL	deltaEx_95_CI_hi_LCL	deltaEy_LCL	deltaEy_err_LCL	deltaEy_95_CI_lo_LCL	deltaEy_95_CI_hi_LCL	intercept_Fib	intercept_err_Fib	x_coeff_Fib	x_coeff_err_Fib	x_pval_Fib	x_adj_pval_Fib	y_coeff_Fib	y_coeff_err_Fib	y_pval_Fib	y_adj_pval_Fib	adj.r.sq_Fib	reg_pval_Fib	reg_adj_pval_Fib	deltaEx_Fib	deltaEx_err_Fib	deltaEx_95_CI_lo_Fib	deltaEx_95_CI_hi_Fib	deltaEy_Fib	deltaEy_err_Fib	deltaEy_95_CI_lo_Fib	deltaEy_95_CI_hi_Fib	Gene	gene_id.104	gene_type.104	chr	start	stop	gene_id.84	gene_type.84	Human_NPY	region
PDZD11	PDZD11	1533.51487971288	33.6220382382923	-105.536840382029	18.5724323245741	1.45075747288844e-07	1.20446608795622e-06	-94.9860454953009	23.369221217931	9.91475177398351e-05	0.00176978319165606	0.396056237258406	4.15601531362607e-09	1.30148900610922e-08	-0.0688202258603379	0.0122046525528183	-0.0927413448638618	-0.0448991068568141	-0.0619400872804606	0.015299382814548	-0.0919268775969748	-0.0319532969639465	2680.08406936304	73.8578578574687	-60.9773155890985	64.2587206933986	0.345195106605169	0.598325483988875	-165.234163643431	64.3238067675472	0.0118518079753064	0.108595635866761	0.244534094146546	4.13860203149949e-05	7.41186000186728e-05	-0.0227520159856742	0.0239845793458614	-0.0697617915035626	0.0242577595322143	-0.0616526046821736	0.0240607300047425	-0.108811635491469	-0.0144935738728784	PDZD11	ENSG00000120509	protein_coding	chrX	70.286595	70290514	ENSG00000120509	protein_coding	FALSE	NPX
PGRMC1	PGRMC1	2317.86443073529	71.0770655183847	-113.43985137754	38.3308341018258	0.00389010761722977	0.0146186149405371	-107.392519063691	48.2307177616234	0.0283339992870962	0.145874325988585	0.265540081277267	1.44666981138806e-05	2.5441434614066e-05	-0.0489415385444066	0.0166050942306784	-0.0814875232365363	-0.0163955538522769	-0.0463325281839816	0.0208567054669688	-0.0872116708992404	-0.00545338546872284	13781.8655828304	496.774892408214	-110.497277826235	505.865297819612	0.82758690856323	0.928972199355876	-41.0678083012156	506.377676309688	0.935541598147425	0.984298344429801	-0.047373140187549	0.890186559187175	0.901628545809119	-0.00801758493159985	0.0367062771271964	-0.0799618881009049	0.0639267182377052	-0.00297984391549852	0.0367424741581732	-0.074995093265518	0.0690354054345209	PGRMC1	ENSG00000101856	protein_coding	chrX	119.236245	119244466	ENSG00000101856	protein_coding	FALSE	NPX
PLP2	PLP2	3797.63030161133	212.149684829269	-436.006124829602	117.730372862425	0.000356986526812549	0.00179498859256451	-273.901124411844	148.137146465795	0.0675720599856536	0.24869304551421	0.261903827893375	1.76304856460465e-05	3.07028457348224e-05	-0.11481005000529	0.0316575159869928	-0.176858781339796	-0.0527613186707843	-0.0721242202790587	0.0392153177880089	-0.148986243143556	0.00473780258543871	7928.99963190853	533.828072789559	335.438761445081	487.410198548497	0.493092945655159	0.749018500198388	827.186293392413	487.903884323458	0.0934590102426879	0.374793650798091	0.174083842400374	0.00119096161944983	0.00171255064986582	0.0423053067243414	0.0615377905028667	-0.0783087626612773	0.16291937610996	0.104324168469321	0.0619336638037841	-0.0170658125860954	0.225714149524738	PLP2	ENSG00000102007	protein_coding	chrX	49.171898	49175235	ENSG00000102007	protein_coding	FALSE	NPX
PORCN	PORCN	581.476711757048	15.3126396236967	-23.7760976768418	8.40858659685232	0.00571957433511386	0.0198241557052005	-27.2894610904022	10.5803115541291	0.0114347990884275	0.0800435936189926	0.290577853453283	3.55755440199716e-06	7.01683382051373e-06	-0.0408891658016665	0.014500779393263	-0.0693106934124621	-0.0124676381908709	-0.0469313053104769	0.0182375136852835	-0.0826768321336325	-0.0111857784873212	598.030900463856	20.2263071013562	26.7928716400338	18.6149351909938	0.153528585302857	0.349654697163731	-4.51618925871118	18.633789799972	0.80904835092892	0.932061550485365	0.16327862333268	0.00190777060558199	0.0026845057807118	0.0448018181322273	0.031163905476489	-0.0162794366016911	0.105883072866146	-0.00755176572850708	0.0311596203650895	-0.0686246216440824	0.0535210901870682	PORCN	ENSG00000102312	protein_coding	chrX	48.508959	48520814	ENSG00000102312	protein_coding	FALSE	NPX
PRICKLE3	PRICKLE3	1099.22742644298	27.6856804885775	-38.8907456223912	14.486426676212	0.00856811259319229	0.0283223721830523	10.2200745000515	18.2279037951212	0.576333696346422	0.816063997592691	0.322178316935155	5.45420736917313e-07	1.24817437871462e-06	-0.0353800721186868	0.0132088269105892	-0.0612693728634417	-0.00949077137393192	0.00929750682542819	0.016584121516167	-0.0232073713462591	0.0418023849971154	372.319005060339	11.83582597753	-19.4528171577077	9.43960932089884	0.0422115221958015	0.137449088802858	-10.7193819837821	9.44917046848417	0.259628492317008	0.571472770798331	0.398104728576242	4.35669591370742e-09	1.28099864925427e-08	-0.052247714710548	0.0254078981413933	-0.102047195067679	-0.00244823435341717	-0.0287908536445646	0.0253957299705198	-0.0785664843867834	0.0209847770976543	PRICKLE3	ENSG00000012211	protein_coding	chrX	49.174802	49186528	ENSG00000012211	protein_coding	FALSE	NPX
RBMX2	RBMX2	1992.31247178669	43.4886514420456	-99.3564050183498	22.4204209514733	2.50760251853415e-05	0.000151025753448497	-92.3413999299971	28.2110478507898	0.00148350500570325	0.0176537095678687	0.394102414402737	4.77359645220089e-09	1.48189037690063e-08	-0.0498698906046839	0.0113059934492454	-0.0720296377652049	-0.0277101434441629	-0.0463488540264901	0.0141960483471908	-0.074173108786984	-0.0185245992659962	1305.88497395008	25.8566561900569	-41.5561069839215	21.2178720199825	0.0532627019612494	0.165240193486081	-41.2590326221939	21.2393630795098	0.0551939407661495	0.278679562404979	0.359347349040215	5.70547394980953e-08	1.45971216637984e-07	-0.0318221802171606	0.0162600999066365	-0.0636919760341682	4.76155998469854e-05	-0.0315946912976511	0.0162763708992124	-0.0634963782601074	0.000306995664805174	RBMX2	ENSG00000134597	protein_coding	chrX	130.401987	130413656	ENSG00000134597	protein_coding	FALSE	NPX
RENBP	RENBP	313.990525407842	29.1859962752418	-37.3465999664444	15.1497969930897	0.0154907968607608	0.0468662244007764	35.5701776842115	19.062605863951	0.0651314289789829	0.245386820148755	0.370734253177339	2.40061190525481e-08	6.8017337315553e-08	-0.118941805387073	0.0494996865270895	-0.215961190980168	-0.0219224197939775	0.113284238873162	0.061617187219537	-0.00748544807713079	0.234053925823454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RENBP	ENSG00000102032	protein_coding	chrX	153.935269	153944687	ENSG00000102032	protein_coding	FALSE	NPX
RP2	RP2	997.18834127063	37.7783494138623	-59.1431341355877	19.7534583310773	0.00350936535292804	0.0133281216063331	-86.1294746375327	24.8552763305716	0.000796802195950165	0.0105354957020077	0.332382838066694	2.90071429632881e-07	6.85798015754561e-07	-0.0593098933148645	0.0199361829745367	-0.0983848119449564	-0.0202349746847725	-0.0863723241366675	0.0251392280720275	-0.135645211157841	-0.0370994371154935	2129.61880002232	105.924944221894	6.49077083618359	96.4682128705238	0.94650483448705	0.97115339788515	-53.7777711899023	96.5659231453024	0.578976549203846	0.827475309831274	0.187647205843626	0.000648320901115568	0.000971248802431687	0.00304785571770664	0.0452986013687091	-0.0857374029649631	0.0918331144003764	-0.0252522992327728	0.0453616216703255	-0.114161077706611	0.0636564792410651	RP2	ENSG00000102218	protein_coding	chrX	46.837043	46882358	ENSG00000102218	protein_coding	FALSE	NPX
SLC35A2	SLC35A2	1173.44698530684	31.3734595120234	-50.240405574093	18.0624619830932	0.00652621014672356	0.0221891144988601	-54.9784892477217	22.7275384530473	0.017466556501984	0.112042296273818	0.197662407445917	0.000455537616159217	0.000650507715875361	-0.0428143803709683	0.015435157227399	-0.0730672885366703	-0.0125614722052663	-0.046852128759226	0.0194086505615427	-0.0848930838598497	-0.00881117365860241	1846.59266721443	47.1522601797041	-27.2833587005368	43.5398097215703	0.532487950164356	0.773355904621056	-95.0584385244914	43.5839101215374	0.0317873188951235	0.219722870959275	0.175980632068963	0.00109508265511124	0.00160395005990271	-0.0147749740291634	0.023581477288998	-0.0609946695155994	0.0314447214572725	-0.0514777515432716	0.023638915841386	-0.0978100265923881	-0.00514547649415499	SLC35A2	ENSG00000102100	protein_coding	chrX	48.90318	48911958	ENSG00000102100	protein_coding	FALSE	NPX
SMS	SMS	11273.4393910386	266.739560332819	-514.6684767749	146.720986417765	0.000692060142708417	0.00325086145982769	-99.3835610839704	184.615301269562	0.591609806005713	0.831514569858423	0.266184353702857	1.39663480256818e-05	2.48059017172557e-05	-0.0456531905590422	0.0130594991515338	-0.0712498088960484	-0.0200565722220359	-0.00881572673934551	0.0163774576839038	-0.0409155437997969	0.0232840903211059	11052.125045389	745.767852575774	287.352664700154	700.989920161083	0.682835734317209	0.856806622041339	-800.471713485225	701.699935571111	0.256996003073879	0.568856321410721	0.115936573974484	0.0130329995737456	0.0164057566519354	0.0259997659744212	0.0634500634444805	-0.0983623583767606	0.150361890325603	-0.0724269504912254	0.0636778653263051	-0.197235566530783	0.0523816655483327	SMS	ENSG00000102172	protein_coding	chrX	21.940709	21994837	ENSG00000102172	protein_coding	FALSE	NPX
TBC1D8B	TBC1D8B	969.688036401705	48.9822101409753	-199.751012463849	27.1156044172195	6.34830518382349e-11	7.3107901633064e-10	-206.078719682757	34.118878292827	2.98605721570074e-08	8.8835202167097e-07	0.542384438049727	2.09673572539749e-14	1.55944719576438e-13	-0.205995129325387	0.0298364966510121	-0.26447466276137	-0.147515595889403	-0.212520637510874	0.0367866373533929	-0.284622446723524	-0.140418828298223	2987.89948422443	90.4665417340628	-351.464911758634	88.1157684166947	0.000135067349850924	0.000982548134425314	-212.420145882581	88.2050187063821	0.0180683984679348	0.145284673395231	0.205147850453003	0.00028785951410575	0.000453666594230662	-0.117629429508692	0.0297051552786217	-0.17585153385479	-0.0594073251625933	-0.0710934711840614	0.029599118623847	-0.129107743686802	-0.0130791986813213	TBC1D8B	ENSG00000133138	protein_coding	chrX	106.802673	106876150	ENSG00000133138	protein_coding	FALSE	NPX
TBL1X	TBL1X	2691.39568020313	127.167865187104	-224.480664115931	78.441828301576	0.00518227516022053	0.0186668755031931	74.019157262005	98.7013658891085	0.455149829794465	0.762856756979455	0.0458326362228513	0.149761383027415	0.154970474610977	-0.0834067862139799	0.0294106440376579	-0.141051648527789	-0.0257619239001704	0.0275021461193765	0.0366959457174342	-0.0444219074867945	0.0994261997255474	4564.71169182462	197.60113216686	-207.172922118245	97.1816527889737	0.0357469158261525	0.123688118035873	-150.551313755198	97.2800856894587	0.125226351466893	0.421702414341503	0.756523985556391	4.39187000202149e-26	8.65198390398234e-25	-0.0453857628049743	0.0213802305195913	-0.0872910146233733	-0.00348051098657536	-0.0329815602647664	0.0213591032012478	-0.0748454025392121	0.00888228200967937	TBL1X	ENSG00000101849	protein_coding	chrX	9.46332	9741037	ENSG00000101849	protein_coding	TRUE	NPX
TCEAL8	TCEAL8	2701.15072093604	77.3170989187927	-118.174864404893	35.7668477001491	0.00134485972340481	0.0056484108383002	-110.797064820917	45.0045186093846	0.0156229667557239	0.103285169107286	0.464937322597962	2.15920454320548e-11	1.04167029989778e-10	-0.0437498224326931	0.0133004221435675	-0.0698186498340855	-0.0176809950313008	-0.0410184681521665	0.0167025570934231	-0.0737554800552758	-0.00828145624905721	4181.45514555792	126.811690763775	-102.560160018965	108.264358026102	0.346016281486038	0.598325483988875	-147.446441390066	108.374016325521	0.177058946742058	0.494227036240309	0.270875308228366	1.0358964078987e-05	2.02051081540638e-05	-0.0245273849530391	0.0259022336148759	-0.0752957628381958	0.0262409929321176	-0.0352619928368006	0.0259398285053379	-0.0861040567072628	0.0155800710336616	TCEAL8	ENSG00000180964	protein_coding	chrX	103.252995	103255192	ENSG00000180964	protein_coding	FALSE	NPX
USP11	USP11	3011.59893819247	86.5230715566576	-173.390519185645	41.1260921255193	5.66911783976325e-05	0.000331782798163194	-53.670509692009	51.7479201385277	0.302297293860073	0.640087335428354	0.468428640106318	1.61962375892894e-11	8.03063447135599e-11	-0.0575742397125802	0.0137557133885258	-0.0845354379540908	-0.0306130414710696	-0.0178212673046768	0.0171904988433292	-0.0515146450376021	0.0158721104282484	3342.15339213362	135.223121779274	-182.737103880627	55.3442145391247	0.0013786004972234	0.00810699396874658	-220.448326661481	55.4002713297412	0.000139724338516084	0.00344071183595857	0.835273096557358	1.31655876131404e-33	5.76360168841923e-32	-0.0546764562963304	0.0167065601403867	-0.0874213141714885	-0.0219315984211724	-0.0659599667628502	0.0167896758633698	-0.098867731455055	-0.0330522020706455	USP11	ENSG00000102226	protein_coding	chrX	47.232866	47248328	ENSG00000102226	protein_coding	FALSE	NPX
VAMP7	VAMP7	4607.95688513953	144.433463122838	-144.096182178446	57.6395671634396	0.014135221808178	0.0431305485941842	-188.847830985032	72.5264075489963	0.0106978021310602	0.0768114258311088	0.591975199695729	1.19973045463242e-16	1.15757776298317e-15	-0.031271165457982	0.0125470478492485	-0.055863379242509	-0.00667895167345503	-0.0409829856685635	0.0157917193661093	-0.0719347556261378	-0.0100312157109892	4554.2777044808	95.7317817336835	-162.065944328441	73.0008196739735	0.0289267824135675	0.106515441784538	-158.594851870292	73.0747604046781	0.0326164791000745	0.221567116645333	0.428344097362026	5.08725947657322e-10	1.78962520872308e-09	-0.0355854330466036	0.0160465102764433	-0.0670365931884324	-0.00413427290477474	-0.0348232721325394	0.0160619900052002	-0.0663047725427319	-0.00334177172234695	VAMP7	ENSG00000124333	protein_coding	chrX	155.881345	155943769	ENSG00000124333	protein_coding	FALSE	PAR2
TCEAL9	WBP5	840.236077685854	48.6878018668335	-204.030011435348	30.2065028695428	1.13929112792868e-09	1.19625568432512e-08	-199.746917430617	38.0080775335172	9.05176127212588e-07	2.3081991243921e-05	0.386093108943512	8.37558364707437e-09	2.49173613500463e-08	-0.24282462614231	0.0386055007671078	-0.318491407645841	-0.167157844638779	-0.237727137331156	0.0472859485915538	-0.330407596570602	-0.145046678091711	5512.44823968785	273.882184007964	-12.2340166933216	155.679763647625	0.93753757379981	0.966989015908705	-241.842713668783	155.837447842562	0.124197881590447	0.421702414341503	0.675617381432206	1.32597704700969e-20	1.45120821256061e-19	-0.00221934359496396	0.028241707405066	-0.0575730901088933	0.0531344029189653	-0.0438721060322333	0.0283540073335092	-0.0994459604059114	0.0117017483414447	TCEAL9	ENSG00000185222	protein_coding	chrX	103.356489	103358462	ENSG00000185222	protein_coding	FALSE	NPX
YIPF6	YIPF6	1452.75650424728	36.9709814135014	-53.8281685174751	19.3906328265692	0.00662892986976275	0.022325735504767	-87.492574670168	24.398742187376	0.00053274061474015	0.00792451664425974	0.343657348048919	1.42214035345707e-07	3.52572295961231e-07	-0.0370524367711334	0.0133807421168603	-0.0632786913201797	-0.0108261822220871	-0.0602252162797927	0.0168645802332567	-0.0932797935369758	-0.0271706390226097	2852.08776153916	63.5775046814726	-147.178921079031	57.0361005041452	0.0114859260831483	0.050282831964005	-78.2222993382859	57.0938709643489	0.174074853533242	0.494227036240309	0.22257647245018	0.000124393946187015	0.000209449635887538	-0.0516039243475467	0.020031074906181	-0.0908648311636615	-0.012343017531432	-0.0274263297199777	0.0200276066418577	-0.0666804387380187	0.0118277792980634	YIPF6	ENSG00000181704	protein_coding	chrX	68.498562	68537282	ENSG00000181704	protein_coding	FALSE	NPX
ZNF711	ZNF711	374.139682400746	27.2606179941328	-81.7555367803579	16.3350333597739	2.56400959981424e-06	1.89731716785147e-05	-60.979485450987	20.5539587661732	0.00380659567211439	0.0377487404151344	0.285468520657386	4.76449536080226e-06	8.90536567437909e-06	-0.218516080025931	0.0464727173967403	-0.309602606123543	-0.12742955392832	-0.16298588019239	0.0562054850440354	-0.2731486308787	-0.0528231295060812	255.04821521508	14.0053195704248	-98.7326120613944	13.7607441064959	1.97194095400177e-10	2.77480262813107e-09	-70.8220158846113	13.7746820249852	1.57744183774224e-06	4.78086218515726e-05	0.509437066577401	7.91070301155007e-13	3.80099632506186e-12	-0.38711351882284	0.0579901291700267	-0.500774171996092	-0.273452865649587	-0.277680891924249	0.0561193886947775	-0.387674893766013	-0.167686890082486	ZNF711	ENSG00000147180	protein_coding	chrX	85.243991	85273362	ENSG00000147180	protein_coding	FALSE	NPX
