gene	intercept	intercept_err	x_coeff	x_coeff_err	x_pval	x_adj_pval	adj.r.sq	reg_pval	reg_adj_pval	deltaEx	deltaEx_err	region	gene_name.104	gene_id.104	gene_type.104	chr	start	stop	gene_id.84	gene_type.84
WAS	5082.718627	281.1578431	202.3426644	102.4879104	0.056514937	0.175196304	0.697309163	3.03E-08	3.70E-07	0.039809928	0.020283888	NPX	WAS	ENSG00000015285	protein_coding	chrX	48676596	48691427	ENSG00000015285	protein_coding
ARHGAP6	1227.789915	127.1438395	-152.2839553	79.32583693	0.063315265	0.189390397	0.220646847	0.034652521	0.047388833	-0.124030955	0.06587295	NPX	ARHGAP6	ENSG00000047648	protein_coding	chrX	11117651	11665920	ENSG00000047648	protein_coding
IDS	14882.32018	689.3334223	-918.210445	477.3538851	0.06281791	0.189390397	-0.063848855	0.692943081	0.697031241	-0.061698071	0.032202291	NPX	IDS	ENSG00000010404	protein_coding	chrX	149476988	149521096	ENSG00000010404	protein_coding
NXT2	1671.320072	106.5141866	-72.78613798	37.74486226	0.062193177	0.189390397	0.715272601	1.14E-08	1.54E-07	-0.043550089	0.022753771	NPX	NXT2	ENSG00000101888	protein_coding	chrX	109535781	109544698	ENSG00000101888	protein_coding
ZNF711	258.4121852	30.60133573	-40.50650344	21.06821482	0.06293579	0.189390397	0.124676948	0.132294074	0.156992776	-0.156751522	0.083615962	NPX	ZNF711	ENSG00000147180	protein_coding	chrX	85243991	85273362	ENSG00000147180	protein_coding
F8A3	655.6416783	124.3241598	-131.2673457	69.39731942	0.067096881	0.198956839	0.289739834	0.010643896	0.017449849	-0.200212021	0.112448992	NPX	F8A3	ENSG00000277150	protein_coding	chrX	155456914	155458620	ENSG00000277150	protein_coding
TCEAL3	1239.736107	60.14392274	60.57560819	32.13946792	0.06803197	0.199990533	0.342254168	0.003799813	0.007404208	0.048861696	0.026032591	NPX	TCEAL3	ENSG00000196507	protein_coding	chrX	103607451	103629690	ENSG00000196507	protein_coding
CD99L2	1925.330711	111.27965	129.2484869	69.71249047	0.072428076	0.211093794	0.204490345	0.044461896	0.058313487	0.067130538	0.036415353	NPX	CD99L2	ENSG00000102181	protein_coding	chrX	150766336	150898816	ENSG00000102181	protein_coding
MAP7D2	387.6541862	154.750116	168.0086871	91.69449118	0.075683051	0.213104396	0.252204829	0.020691349	0.031082599	0.433398356	0.293057133	NPX	MAP7D2	ENSG00000184368	protein_coding	chrX	20006713	20116907	ENSG00000184368	protein_coding
PDHA1	6961.58088	289.3347437	-191.7071884	104.8378633	0.076242628	0.213104396	0.755751795	9.58E-10	2.04E-08	-0.027537881	0.01510292	NPX	PDHA1	ENSG00000131828	protein_coding	chrX	19343893	19361718	ENSG00000131828	protein_coding
PDK3	2574.49933	113.9265807	-106.272658	58.00649294	0.075711067	0.213104396	0.423628241	0.00059426	0.001457861	-0.041278961	0.0226051	NPX	PDK3	ENSG00000067992	protein_coding	chrX	24465270	24550466	ENSG00000067992	protein_coding
SOWAHD	256.5009014	25.69818241	30.19187461	16.47286405	0.075597886	0.213104396	0.093291658	0.190744714	0.216092849	0.1177067	0.065295218	NPX	SOWAHD	ENSG00000187808	protein_coding	chrX	119758588	119760202	ENSG00000187808	protein_coding
TIMM17B	1518.934708	99.81893543	89.37526827	48.73671561	0.075443646	0.213104396	0.46569395	0.000197362	0.000585222	0.058840757	0.032318277	NPX	TIMM17B	ENSG00000126768	protein_coding	chrX	48893447	48898143	ENSG00000126768	protein_coding
TCEANC	184.710908	8.897102037	10.01785813	5.508370266	0.077781236	0.215637411	0.230950735	0.029407031	0.042311382	0.054235336	0.02993578	NPX	TCEANC	ENSG00000176896	protein_coding	chrX	13653189	13681964	ENSG00000176896	protein_coding
OFD1	2495.727894	135.8345895	141.0688416	80.21207629	0.087627449	0.240975486	0.228689771	0.030496069	0.043609155	0.056524127	0.032286655	NPX	OFD1	ENSG00000046651	protein_coding	chrX	13734743	13777955	ENSG00000046651	protein_coding
TAZ	1114.380498	67.8720325	46.72160921	26.69291318	0.089080464	0.242098516	0.646362969	3.58E-07	2.66E-06	0.041926083	0.024088867	NPX	TAZ	ENSG00000102125	protein_coding	chrX	154411524	154421726	ENSG00000102125	protein_coding
WASH6P	629.7261718	43.28730469	37.79119916	21.61724533	0.089455757	0.242098516	0.433019045	0.000468921	0.001220626	0.060012115	0.034574986	PAR2	WASH6P	ENSG00000182484	protein_coding	chrX	156020826	156025710	ENSG00000182484	transcribed_unprocessed_pseudogene
FAM199X	2007.969515	115.8839828	-68.33166738	39.17852766	0.090175866	0.24212575	0.74217149	2.30E-09	4.13E-08	-0.034030231	0.019610108	NPX	FAM199X	ENSG00000123575	protein_coding	chrX	104166453	104195902	ENSG00000123575	protein_coding
CFP	440.6623591	63.66762641	-69.99727718	40.28265143	0.091323572	0.243291704	0.124101319	0.133227148	0.157198815	-0.158845601	0.094250786	NPX	CFP	ENSG00000126759	protein_coding	chrX	47623172	47630305	ENSG00000126759	protein_coding
GRIPAP1	3158.492443	108.8832328	84.30709735	48.83190902	0.093339347	0.246734242	0.538579267	2.20E-05	9.40E-05	0.026692195	0.01548787	NPX	GRIPAP1	ENSG00000068400	protein_coding	chrX	48973720	49002264	ENSG00000068400	protein_coding
HMGN5	1763.091939	166.0669713	-118.3064376	69.12377651	0.096095412	0.247246509	0.624488057	9.19E-07	5.91E-06	-0.067101684	0.039712178	NPX	HMGN5	ENSG00000198157	protein_coding	chrX	81113699	81201913	ENSG00000198157	protein_coding
SLC25A5	23067.22342	804.9631999	-895.7348037	522.2335901	0.095410518	0.247246509	0.220481903	0.034742547	0.047388833	-0.038831496	0.022680156	NPX	SLC25A5	ENSG00000005022	protein_coding	chrX	119468422	119471396	ENSG00000005022	protein_coding
YIPF6	1343.373111	50.77116811	-48.16431969	28.06352348	0.095213995	0.247246509	0.303246283	0.008261029	0.014299548	-0.035853271	0.020934242	NPX	YIPF6	ENSG00000181704	protein_coding	chrX	68498562	68537282	ENSG00000181704	protein_coding
ZNF275	2778.981236	136.9143067	151.400222	88.55336127	0.096433389	0.247246509	0.19049896	0.054740392	0.070439524	0.054480477	0.031978252	NPX	ZNF275	ENSG00000063587	protein_coding	chrX	153334147	153360110	ENSG00000063587	protein_coding
COX7B	4981.600305	175.1192784	-172.5607986	101.8000161	0.099198449	0.252437843	0.371950108	0.002007146	0.004233064	-0.034639631	0.020471451	NPX	COX7B	ENSG00000131174	protein_coding	chrX	77899440	77907376	ENSG00000131174	protein_coding
ARMCX2	1279.333328	119.0605023	-114.9168595	69.00557395	0.105037052	0.256420124	0.241777511	0.02463997	0.036216507	-0.089825581	0.054582649	NPX	ARMCX2	ENSG00000184867	protein_coding	chrX	101655281	101659850	ENSG00000184867	protein_coding
CYBB	7042.660216	485.9556884	502.018728	301.9017399	0.10553455	0.256420124	0.182316867	0.061612578	0.078103677	0.071282543	0.043148829	NPX	CYBB	ENSG00000165168	protein_coding	chrX	37780059	37813461	ENSG00000165168	protein_coding
HCFC1	6254.334208	347.3089692	301.95371	181.8542142	0.10602709	0.256420124	0.412764072	0.000776746	0.001851272	0.048279113	0.029199848	NPX	HCFC1	ENSG00000172534	protein_coding	chrX	153947557	153971818	ENSG00000172534	protein_coding
IL9R	264.3897288	50.60735825	-56.89615366	34.05601927	0.103969915	0.256420124	0.000184757	0.458094018	0.474802615	-0.215198048	0.135235843	PAR2	IL9R	ENSG00000124334	protein_coding	chrX	155997581	156010817	ENSG00000124334	protein_coding
RAP2C	3725.545731	258.0725706	-182.4400354	109.444594	0.104709076	0.256420124	0.59093791	3.48E-06	1.80E-05	-0.048970016	0.029572	NPX	RAP2C	ENSG00000123728	protein_coding	chrX	132203024	132219480	ENSG00000123728	protein_coding
RBM10	4774.985247	125.7686593	120.4888649	71.76353449	0.102326679	0.256420124	0.252713597	0.020513529	0.030951828	0.025233348	0.015043747	NPX	RBM10	ENSG00000182872	protein_coding	chrX	47145221	47186813	ENSG00000182872	protein_coding
RBM3	17104.63186	661.9307022	-605.3951962	360.1969994	0.101980725	0.256420124	0.373823558	0.001925168	0.004126057	-0.035393641	0.021102945	NPX	RBM3	ENSG00000102317	protein_coding	chrX	48574449	48581162	ENSG00000102317	protein_coding
RLIM	3934.566624	166.9411857	-161.032077	97.46867549	0.107712721	0.258662239	0.25538827	0.019600228	0.029837848	-0.040927526	0.024833195	NPX	RLIM	ENSG00000131263	protein_coding	chrX	74582976	74614624	ENSG00000131263	protein_coding
ZDHHC9	1381.461965	64.19715602	-60.88990408	37.722781	0.115740734	0.275997134	0.221271318	0.034313477	0.047181031	-0.044076425	0.027383132	NPX	ZDHHC9	ENSG00000188706	protein_coding	chrX	129803288	129843909	ENSG00000188706	protein_coding
DYNLT3	1005.131502	71.6676422	-44.31700435	27.52635419	0.116648013	0.276228974	0.665057063	1.52E-07	1.36E-06	-0.044090753	0.027565676	NPX	DYNLT3	ENSG00000165169	protein_coding	chrX	37836757	37847571	ENSG00000165169	protein_coding
CDKL5	708.8728065	101.5197697	-103.8757456	64.87386689	0.118585493	0.278880367	0.139041596	0.110586067	0.133250349	-0.146536508	0.093892271	NPX	CDKL5	ENSG00000008086	protein_coding	chrX	18425583	18653629	ENSG00000008086	protein_coding
IRAK1	5622.424697	331.669019	257.3485585	161.301331	0.119865762	0.279960445	0.457448916	0.000247066	0.000707979	0.045771811	0.028815708	NPX	IRAK1	ENSG00000184216	protein_coding	chrX	154010506	154019902	ENSG00000184216	protein_coding
NSDHL	2045.726041	71.35206825	-71.42313136	45.08054445	0.122373785	0.283873883	0.228549449	0.030564774	0.043609155	-0.034913341	0.022070072	NPX	NSDHL	ENSG00000147383	protein_coding	chrX	152830967	152869729	ENSG00000147383	protein_coding
BEX4	586.3362111	87.74633242	-88.85632013	56.37003582	0.124215997	0.286200371	0.058335905	0.275034917	0.298684416	-0.151544998	0.098778182	NPX	BEX4	ENSG00000102409	protein_coding	chrX	103215108	103217246	ENSG00000102409	protein_coding
APOOL	1750.074211	61.66658294	-53.34089997	34.38598309	0.130103882	0.297754521	0.312061882	0.006972161	0.012318689	-0.030479222	0.01967763	NPX	APOOL	ENSG00000155008	protein_coding	chrX	85003877	85093316	ENSG00000155008	protein_coding
TAB3	3388.601396	151.5822851	-112.4381403	75.45443432	0.145405128	0.330554325	0.42978284	0.000509099	0.001285947	-0.033181283	0.022316548	NPX	TAB3	ENSG00000157625	protein_coding	chrX	30827442	30975084	ENSG00000157625	protein_coding
SLC35A2	1044.079537	42.956877	-40.19030654	27.12349882	0.147615708	0.331164188	0.083679428	0.211864778	0.237650952	-0.03849353	0.026026615	NPX	SLC35A2	ENSG00000102100	protein_coding	chrX	48903180	48911958	ENSG00000102100	protein_coding
TRMT2B	995.7250995	35.99344927	32.5487271	21.92155544	0.146814792	0.331164188	0.234173077	0.027912311	0.040502546	0.032688467	0.022047357	NPX	TRMT2B	ENSG00000188917	protein_coding	chrX	101009346	101052116	ENSG00000188917	protein_coding
WWC3	1506.489609	179.8584805	172.0960767	116.632211	0.149267618	0.332681422	0.151189556	0.094484595	0.114659241	0.114236484	0.078611994	NPX	WWC3	ENSG00000047644	protein_coding	chrX	10015254	10144474	ENSG00000047644	protein_coding
CXorf65	31.74882327	2.338034963	2.231215019	1.545007019	0.157850633	0.349526401	0.053666355	0.287852086	0.310625194	0.070277093	0.048937864	NPX	CXorf65	ENSG00000204165	protein_coding	chrX	71103889	71106788	ENSG00000204165	protein_coding
PRDX4	3399.637814	149.1029601	136.6197231	95.72745659	0.162649882	0.357829741	0.061494035	0.266572012	0.291349539	0.040186552	0.028213241	NPX	PRDX4	ENSG00000123131	protein_coding	chrX	23664262	23686397	ENSG00000123131	protein_coding
RENBP	362.1132475	39.40592526	-29.10896171	20.74130564	0.169556318	0.369278827	0.412041626	0.000790517	0.001859079	-0.080386348	0.057942656	NPX	RENBP	ENSG00000102032	protein_coding	chrX	153935269	153944687	ENSG00000102032	protein_coding
STAG2	13785.50209	731.5884167	-453.5207102	323.5128043	0.17001987	0.369278827	0.56203586	9.95E-06	4.65E-05	-0.032898382	0.023532466	NPX	STAG2	ENSG00000101972	protein_coding	chrX	123960212	124422664	ENSG00000101972	protein_coding
TFE3	3211.400909	136.4429941	107.4451329	77.46931617	0.174486902	0.37658249	0.27760144	0.013279653	0.021259915	0.033457403	0.024165062	NPX	TFE3	ENSG00000068323	protein_coding	chrX	49028726	49043410	ENSG00000068323	protein_coding
ELK1	6120.210144	225.5797229	-177.3579539	130.796456	0.184042213	0.385020826	0.251518874	0.020933201	0.03130799	-0.028979063	0.021397911	NPX	ELK1	ENSG00000126767	protein_coding	chrX	47635521	47650604	ENSG00000126767	protein_coding
LAMP2	7221.451476	353.109864	-240.9699824	176.7479442	0.181731336	0.385020826	0.425592631	0.000565769	0.001398022	-0.033368636	0.02452973	NPX	LAMP2	ENSG00000005893	protein_coding	chrX	120426148	120469365	ENSG00000005893	protein_coding
MED14	5220.888766	276.4539121	199.6269974	147.1495408	0.183839899	0.385020826	0.385450246	0.00148034	0.00329932	0.03823621	0.028257396	NPX	MED14	ENSG00000180182	protein_coding	chrX	40648305	40735858	ENSG00000180182	protein_coding
PIM2	19451.757	1960.908231	1766.655462	1291.888786	0.180441693	0.385020826	0.069844742	0.245002063	0.270374445	0.090822411	0.067043131	NPX	PIM2	ENSG00000102096	protein_coding	chrX	48913182	48919024	ENSG00000102096	protein_coding
TSR2	2233.270381	64.36453296	52.59990849	38.73961739	0.18347682	0.385020826	0.170034566	0.073243293	0.091487044	0.023552862	0.017359863	NPX	TSR2	ENSG00000158526	protein_coding	chrX	54440404	54448032	ENSG00000158526	protein_coding
PLS3	966.3009424	229.1908834	-218.4361406	162.8142206	0.188609182	0.392169091	-0.06781759	0.70720788	0.70720788	-0.226053946	0.176817275	NPX	PLS3	ENSG00000102024	protein_coding	chrX	115561174	115650861	ENSG00000102024	protein_coding
SSR4	6483.357703	419.5357782	334.6025427	250.4907683	0.190491852	0.39368316	0.197813082	0.049145787	0.063964554	0.051609453	0.03878003	NPX	SSR4	ENSG00000180879	protein_coding	chrX	153793516	153798499	ENSG00000180879	protein_coding
PHKA2	1644.143555	43.16637887	34.55728701	26.04004545	0.193324958	0.39713139	0.237037994	0.026638349	0.038985738	0.021018412	0.015847671	NPX	PHKA2	ENSG00000044446	protein_coding	chrX	18892298	18984114	ENSG00000044446	protein_coding
DIAPH2	1774.710944	91.40674946	-59.47071867	45.42916694	0.1992838	0.406920814	0.491434145	9.51E-05	0.000325547	-0.033510087	0.025656185	NPX	DIAPH2	ENSG00000147202	protein_coding	chrX	96684663	97604997	ENSG00000147202	protein_coding
OCRL	753.5607194	32.29594421	-28.81299674	22.11441714	0.201362576	0.407883942	-0.026198345	0.553805005	0.565411696	-0.0382358	0.02939228	NPX	OCRL	ENSG00000122126	protein_coding	chrX	129539849	129592561	ENSG00000122126	protein_coding
RAB33A	1244.261619	60.92453441	-51.41058442	39.52886161	0.20214776	0.407883942	0.045360256	0.311534303	0.334066659	-0.041318147	0.031833284	NPX	RAB33A	ENSG00000134594	protein_coding	chrX	130171962	130184870	ENSG00000134594	protein_coding
VMA21	2713.838417	141.3633797	-87.77132456	69.53256059	0.215429031	0.432125292	0.442782801	0.000364553	0.001002521	-0.032342134	0.025676809	NPX	VMA21	ENSG00000160131	protein_coding	chrX	151396515	151409364	ENSG00000160131	protein_coding
PGK1	117628.7309	5179.069052	-3518.875473	2797.056681	0.21694029	0.432611923	0.33237355	0.004655786	0.008869402	-0.029915102	0.023815137	NPX	PGK1	ENSG00000102144	protein_coding	chrX	77910739	78129295	ENSG00000102144	protein_coding
GPKOW	1572.812122	47.20872282	-28.3282691	22.82791777	0.223119226	0.439789918	0.574364908	6.42E-06	3.13E-05	-0.018011223	0.014524143	NPX	GPKOW	ENSG00000068394	protein_coding	chrX	49113407	49123735	ENSG00000068394	protein_coding
VBP1	5892.983154	207.9156731	-123.8393699	99.79220004	0.223110473	0.439789918	0.483151491	0.000120878	0.000401192	-0.021014716	0.016950296	NPX	VBP1	ENSG00000155959	protein_coding	chrX	155197007	155239841	ENSG00000155959	protein_coding
PBDC1	2196.024416	79.50099948	-38.76156592	32.54536536	0.241901693	0.471923865	0.687868315	4.95E-08	5.57E-07	-0.01765079	0.014833899	NPX	PBDC1	ENSG00000102390	protein_coding	chrX	76173040	76178314	ENSG00000102390	protein_coding
PIGA	1414.044904	58.25530583	-32.56407594	27.35883863	0.242189667	0.471923865	0.506455484	6.08E-05	0.000231666	-0.023029025	0.019371175	NPX	PIGA	ENSG00000165195	protein_coding	chrX	15319452	15335554	ENSG00000165195	protein_coding
ZNF81	658.2313737	31.46367522	-22.57418667	19.68738415	0.259539336	0.502857464	0.134901884	0.116536639	0.139435067	-0.034295215	0.029954411	NPX	ZNF81	ENSG00000197779	protein_coding	chrX	47836902	48002561	ENSG00000197779	protein_coding
MTMR1	3478.196345	92.94800946	64.7584933	56.68029634	0.261219084	0.503252586	0.262453923	0.017354675	0.027271632	0.018618412	0.016303481	NPX	MTMR1	ENSG00000063601	protein_coding	chrX	150692971	150765108	ENSG00000063601	protein_coding
LAGE3	623.4705457	42.89688831	-25.26348003	22.46633529	0.268675826	0.51471043	0.384812025	0.001502113	0.003326106	-0.040520727	0.036142008	NPX	LAGE3	ENSG00000196976	protein_coding	chrX	154477769	154479257	ENSG00000196976	protein_coding
AIFM1	4844.682481	237.1892447	-145.4544306	131.9716594	0.278131335	0.518266586	0.332900646	0.004606119	0.008824082	-0.030023522	0.027280148	NPX	AIFM1	ENSG00000156709	protein_coding	chrX	130124666	130165879	ENSG00000156709	protein_coding
F8A1	1689.452339	150.2972657	100.6972669	90.31241338	0.272674904	0.518266586	0.169071446	0.07422593	0.092376066	0.059603497	0.053718957	NPX	F8A1	ENSG00000288722	protein_coding	chrX	154886355	154888061	ENSG00000277203	protein_coding
FUNDC2	4336.881966	226.0867535	-148.9237048	134.9931373	0.277690024	0.518266586	0.276032261	0.013658892	0.02176487	-0.034338888	0.031178206	NPX	FUNDC2	ENSG00000165775	protein_coding	chrX	155025980	155060304	ENSG00000165775	protein_coding
PJA1	800.0363516	30.79099413	19.01872017	17.1873866	0.276256101	0.518266586	0.300387366	0.00872193	0.014796906	0.02377232	0.021502731	NPX	PJA1	ENSG00000181191	protein_coding	chrX	69160851	69165521	ENSG00000181191	protein_coding
WDR44	1423.62057	72.3289527	-36.63533237	33.20153115	0.277592303	0.518266586	0.517136084	4.38E-05	0.000170343	-0.025733916	0.023358516	NPX	WDR44	ENSG00000131725	protein_coding	chrX	118346073	118449961	ENSG00000131725	protein_coding
UPF3B	2481.897007	100.666555	42.26100451	38.63764778	0.281741309	0.522140143	0.665638886	1.48E-07	1.36E-06	0.017027703	0.015583101	NPX	UPF3B	ENSG00000125351	protein_coding	chrX	119805311	119852998	ENSG00000125351	protein_coding
C1GALT1C1	1180.1161	74.9767617	44.22016306	40.83016325	0.286417624	0.527937351	0.325928067	0.005302851	0.009881269	0.037471028	0.034680237	NPX	C1GALT1C1	ENSG00000171155	protein_coding	chrX	120625674	120630054	ENSG00000171155	protein_coding
THOC2	7771.832512	322.6593139	-132.0192071	122.8351764	0.290047329	0.531753436	0.672222142	1.08E-07	1.02E-06	-0.016986883	0.015820902	NPX	THOC2	ENSG00000125676	protein_coding	chrX	123600561	123733056	ENSG00000125676	protein_coding
WDR13	1637.598265	110.3535737	53.10127315	49.64407827	0.292316783	0.533048252	0.541245235	2.02E-05	8.83E-05	0.032426313	0.030393825	NPX	WDR13	ENSG00000101940	protein_coding	chrX	48590042	48608869	ENSG00000101940	protein_coding
CYSLTR1	784.90567	74.38079052	-44.97188738	42.48960831	0.297325645	0.538954963	0.248180338	0.022145408	0.032832974	-0.057295914	0.054405008	NPX	CYSLTR1	ENSG00000173198	protein_coding	chrX	78271468	78327691	ENSG00000173198	protein_coding
FHL1	283.0570968	123.8471179	89.860109	85.14898229	0.298716974	0.538954963	-0.008029682	0.487354813	0.503599973	0.317462837	0.33133905	NPX	FHL1	ENSG00000022267	protein_coding	chrX	136146702	136211359	ENSG00000022267	protein_coding
RBMX	23667.372	635.1694282	-347.4360327	333.7189561	0.305174356	0.542967084	0.414559409	0.000743459	0.001794269	-0.014679958	0.014105884	NPX	RBMX	ENSG00000147274	protein_coding	chrX	136848004	136880764	ENSG00000147274	protein_coding
TIMM8A	802.5573275	34.42822053	-24.68389247	23.73641278	0.305717537	0.542967084	0.010953491	0.420754813	0.441468896	-0.030756547	0.029605387	NPX	TIMM8A	ENSG00000126953	protein_coding	chrX	101345661	101348742	ENSG00000126953	protein_coding
UXT	3427.370524	183.297539	-76.26914269	72.86410779	0.302608124	0.542967084	0.641655104	4.41E-07	3.13E-06	-0.022252961	0.021292763	NPX	UXT	ENSG00000126756	protein_coding	chrX	47651796	47659180	ENSG00000126756	protein_coding
MED12	3213.279287	115.835525	70.25016885	68.53095246	0.312560561	0.552244307	0.223453406	0.033150731	0.046329505	0.021862453	0.021341975	NPX	MED12	ENSG00000184634	protein_coding	chrX	71118556	71142454	ENSG00000184634	protein_coding
IGBP1	6896.627138	337.8676852	-181.5793916	179.3322159	0.318436066	0.556854865	0.401045637	0.001029335	0.002387777	-0.026328724	0.026034858	NPX	IGBP1	ENSG00000089289	protein_coding	chrX	70133447	70166324	ENSG00000089289	protein_coding
SLC25A53	419.9126281	27.32086448	-15.85765896	15.61103661	0.316899985	0.556854865	0.259735456	0.018190745	0.028454331	-0.037764187	0.037257975	NPX	SLC25A53	ENSG00000269743	protein_coding	chrX	104099214	104157009	ENSG00000269743	protein_coding
HUWE1	24741.6847	1255.360591	692.1904053	687.5628296	0.321175706	0.558780183	0.323883131	0.005524218	0.010182477	0.027976688	0.027825883	NPX	HUWE1	ENSG00000086758	protein_coding	chrX	53532096	53686728	ENSG00000086758	protein_coding
AMMECR1	1483.272583	88.00737758	-42.52905739	42.53317566	0.32442089	0.561561032	0.465197646	0.000200074	0.000588147	-0.028672449	0.028725646	NPX	AMMECR1	ENSG00000101935	protein_coding	chrX	110194186	110440318	ENSG00000101935	protein_coding
TCEAL1	757.5668612	24.0857599	16.06444589	16.20239556	0.328452493	0.565668182	-0.015780618	0.515463652	0.529437064	0.021205318	0.021398037	NPX	TCEAL1	ENSG00000172465	protein_coding	chrX	103628704	103630953	ENSG00000172465	protein_coding
ZNF75D	574.0118365	28.36700953	15.6533243	15.9828837	0.334309805	0.57286253	0.291066096	0.01038582	0.017109007	0.027270037	0.027876765	NPX	ZNF75D	ENSG00000186376	protein_coding	chrX	135248920	135344109	ENSG00000186376	protein_coding
CCDC120	395.4350069	25.20777714	-12.03354482	12.42859538	0.339774647	0.578742173	0.441600558	0.000375951	0.001025594	-0.030431157	0.031489994	NPX	CCDC120	ENSG00000147144	protein_coding	chrX	49053572	49069857	ENSG00000147144	protein_coding
SLC25A43	1440.597498	74.87960465	-43.11359828	44.65635315	0.341135416	0.578742173	0.195885548	0.05057187	0.065570371	-0.029927581	0.031037501	NPX	SLC25A43	ENSG00000077713	protein_coding	chrX	119399336	119454478	ENSG00000077713	protein_coding
CUL4B	6628.721412	340.6599094	-156.5259099	164.2150497	0.347228482	0.58327543	0.467955137	0.00018543	0.000554664	-0.023613288	0.024802966	NPX	CUL4B	ENSG00000158290	protein_coding	chrX	120505920	120604074	ENSG00000158290	protein_coding
GNL3L	1082.894828	51.51500263	-26.63868577	27.92274109	0.346810476	0.58327543	0.358835605	0.002674586	0.005494179	-0.024599513	0.025811816	NPX	GNL3L	ENSG00000130119	protein_coding	chrX	54530183	54621521	ENSG00000130119	protein_coding
TIMP1	3074.844174	259.05443	-144.5717558	152.9790545	0.351304998	0.587230413	0.217504781	0.036401781	0.049454213	-0.047017588	0.049909253	NPX	TIMP1	ENSG00000102265	protein_coding	chrX	47582408	47586789	ENSG00000102265	protein_coding
APEX2	2763.200278	93.91117406	-54.28061888	58.80923932	0.362514024	0.59691951	0.115556065	0.147672378	0.172453017	-0.019644113	0.021293486	NPX	APEX2	ENSG00000169188	protein_coding	chrX	55000363	55009057	ENSG00000169188	protein_coding
CXCR3	431.4805876	116.6885145	70.36143787	77.05526705	0.36760439	0.59691951	0.025294231	0.373194004	0.392775171	0.163069765	0.183947963	NPX	CXCR3	ENSG00000186810	protein_coding	chrX	71615916	71618511	ENSG00000186810	protein_coding
GSPT2	1242.071486	35.40477814	15.93867423	17.36864124	0.365255989	0.59691951	0.446328661	0.00033223	0.000928611	0.012832332	0.013988392	NPX	GSPT2	ENSG00000189369	protein_coding	chrX	51743442	51746232	ENSG00000189369	protein_coding
IKBKG	1178.507247	54.00916681	23.78067619	25.66454535	0.360667132	0.59691951	0.47996612	0.000132391	0.000425901	0.020178642	0.02179679	NPX	IKBKG	ENSG00000269335	protein_coding	chrX	154541199	154565046	ENSG00000269335	protein_coding
RPL36A	34101.99977	1694.333544	-647.014124	704.4343489	0.364833987	0.59691951	0.661772671	1.77E-07	1.51E-06	-0.018972909	0.020678185	NPX	RPL36A	ENSG00000241343	protein_coding	chrX	101390824	101396155	ENSG00000241343	protein_coding
SAT1	9578.076045	952.4357879	-572.5793355	625.6448095	0.366541122	0.59691951	0.050036728	0.298062957	0.320629237	-0.059780204	0.065590441	NPX	SAT1	ENSG00000130066	protein_coding	chrX	23783173	23786210	ENSG00000130066	protein_coding
FAM104B	446.7884819	15.58039251	8.834712658	9.951179815	0.380883042	0.601301469	0.060890767	0.26817571	0.29216587	0.019773815	0.022283358	NPX	FAM104B	ENSG00000182518	protein_coding	chrX	55143102	55161310	ENSG00000182518	protein_coding
FLNA	31586.10833	1864.445643	-911.2250448	1020.915859	0.378368706	0.601301469	0.337341707	0.004206027	0.008103136	-0.028848918	0.0323665	NPX	FLNA	ENSG00000196924	protein_coding	chrX	154348524	154374634	ENSG00000196924	protein_coding
HMGB3	2744.781083	136.5565355	-64.7014301	72.22101056	0.376615622	0.601301469	0.417856488	0.00068568	0.00167012	-0.023572528	0.026338243	NPX	HMGB3	ENSG00000029993	protein_coding	chrX	150980509	150990771	ENSG00000029993	protein_coding
NDUFB11	3772.793799	179.2338669	-55.54824952	61.68756004	0.37420052	0.601301469	0.73980857	2.67E-09	4.55E-08	-0.014723373	0.016365585	NPX	NDUFB11	ENSG00000147123	protein_coding	chrX	47142216	47145038	ENSG00000147123	protein_coding
OGT	8192.336336	356.4653342	168.8525271	189.7050668	0.379678437	0.601301469	0.374268116	0.001906162	0.004113933	0.020611035	0.023173766	NPX	OGT	ENSG00000147162	protein_coding	chrX	71533104	71575892	ENSG00000147162	protein_coding
PIR	1177.532618	77.64118667	44.97800186	50.21536022	0.376709837	0.601301469	0.036699884	0.337398082	0.357306664	0.03819682	0.042718865	NPX	PIR	ENSG00000087842	protein_coding	chrX	15384799	15493564	ENSG00000087842	protein_coding
ZNF630	180.9905662	9.461189431	-4.960615221	5.729863571	0.392696775	0.617094932	0.162140619	0.081615768	0.100472841	-0.027408142	0.031690759	NPX	ZNF630	ENSG00000221994	protein_coding	chrX	47983356	48071658	ENSG00000221994	protein_coding
CCDC22	1352.733198	60.53382606	24.26318254	28.72617781	0.404218111	0.632286128	0.481163125	0.000127952	0.000419535	0.017936414	0.02125082	NPX	CCDC22	ENSG00000101997	protein_coding	chrX	49235470	49250520	ENSG00000101997	protein_coding
MBNL3	2310.079123	199.509098	70.82061634	85.9316458	0.415598274	0.637340105	0.612684963	1.49E-06	8.76E-06	0.030657225	0.037292682	NPX	MBNL3	ENSG00000076770	protein_coding	chrX	132369317	132489968	ENSG00000076770	protein_coding
PHF8	3491.914329	92.17853803	-43.73276694	52.56454852	0.411224609	0.637340105	0.269993632	0.015207849	0.024008687	-0.012524009	0.015056848	NPX	PHF8	ENSG00000172943	protein_coding	chrX	53936676	54048958	ENSG00000172943	protein_coding
