gene	intercept	intercept_err	x_coeff	x_coeff_err	x_pval	x_adj_pval	adj.r.sq	reg_pval	reg_adj_pval	deltaEx	deltaEx_err	region	gene_name.104	gene_id.104	gene_type.104	chr	start	stop	gene_id.84	gene_type.84
F8	671.0500601	42.29760028	-78.01645393	49.40922509	0.12285171	0.379981442	0.051341872	0.281953096	0.345848941	-0.116260259	0.073993488	NPX	F8	ENSG00000185010	protein_coding	chrX	154835788	155026940	ENSG00000185010	protein_coding
DLG3	399.536064	51.50867875	93.04032998	59.06015531	0.123688974	0.379981442	0.22443344	0.02511548	0.049220566	0.232870918	0.150839705	NPX	DLG3	ENSG00000082458	protein_coding	chrX	70444835	70505490	ENSG00000082458	protein_coding
GLA	2088.641694	129.3723198	-258.2208756	164.7983496	0.125654123	0.379994884	-0.137373796	0.935983735	0.938736628	-0.123631007	0.079272906	NPX	GLA	ENSG00000102393	protein_coding	chrX	101393273	101408012	ENSG00000102393	protein_coding
CYBB	6360.734033	515.893681	968.0981136	619.7287098	0.126770569	0.379994884	0.09978264	0.161742353	0.22150258	0.152199119	0.098209261	NPX	CYBB	ENSG00000165168	protein_coding	chrX	37780059	37813461	ENSG00000165168	protein_coding
NONO	29019.43503	685.2630153	-1123.619422	719.8055116	0.127036413	0.379994884	0.18527063	0.048237411	0.081835608	-0.038719548	0.024821102	NPX	NONO	ENSG00000147140	protein_coding	chrX	71254814	71301522	ENSG00000147140	protein_coding
TBC1D25	1842.730405	72.43532945	-128.9478764	83.30799582	0.13017143	0.385986589	0.153303562	0.078468831	0.121626688	-0.069976528	0.045292602	NPX	TBC1D25	ENSG00000068354	protein_coding	chrX	48539714	48562609	ENSG00000068354	protein_coding
PIN4	603.2862254	38.40764775	66.36805663	43.03762892	0.131561143	0.386744395	0.176129401	0.055671414	0.092604644	0.110010893	0.071681632	NPX	PIN4	ENSG00000102309	protein_coding	chrX	72181353	72302926	ENSG00000102309	protein_coding
APEX2	3153.689245	95.18063979	-134.7512483	90.3629176	0.144380227	0.420800492	0.399808645	0.000580782	0.002632086	-0.042728131	0.028682087	NPX	APEX2	ENSG00000169188	protein_coding	chrX	55000363	55009057	ENSG00000169188	protein_coding
SNX12	2847.675018	82.22236924	-133.5159967	89.89401702	0.145945981	0.421759149	0.129370376	0.109973673	0.15957882	-0.046885967	0.031596527	NPX	SNX12	ENSG00000147164	protein_coding	chrX	71056332	71073426	ENSG00000147164	protein_coding
DKC1	7913.657365	313.959665	500.8720675	340.2228471	0.149425836	0.428186639	0.216381052	0.028871127	0.053798111	0.063292109	0.043065126	NPX	DKC1	ENSG00000130826	protein_coding	chrX	154762742	154777689	ENSG00000130826	protein_coding
CXCR3	436.4352881	120.999473	208.0489434	142.4890246	0.152700801	0.433924776	-0.002398267	0.46635105	0.519691857	0.476700553	0.352219592	NPX	CXCR3	ENSG00000186810	protein_coding	chrX	71615916	71618511	ENSG00000186810	protein_coding
ATG4A	1503.229007	63.40753362	-102.865488	72.01689758	0.161578131	0.440785141	0.058535059	0.261187569	0.321534156	-0.068429685	0.047995008	NPX	ATG4A	ENSG00000101844	protein_coding	chrX	108091668	108154671	ENSG00000101844	protein_coding
SLC25A14	396.9207055	14.87281381	-23.07135563	16.13874821	0.161232341	0.440785141	0.169306057	0.061822024	0.100387191	-0.058125856	0.040718172	NPX	SLC25A14	ENSG00000102078	protein_coding	chrX	130339888	130373361	ENSG00000102078	protein_coding
FAM50A	2986.933654	132.2876377	-193.6140606	135.2767305	0.160753087	0.440785141	0.294963529	0.006579415	0.017258313	-0.064820342	0.045380396	NPX	FAM50A	ENSG00000071859	protein_coding	chrX	154444141	154450654	ENSG00000071859	protein_coding
MMGT1	2514.518728	93.84463121	-131.1383124	91.43866808	0.159922778	0.440785141	0.310745451	0.00472877	0.013437589	-0.05215245	0.036416335	NPX	MMGT1	ENSG00000169446	protein_coding	chrX	135960588	135974029	ENSG00000169446	protein_coding
PHF6	5586.55697	212.5750597	-265.6982869	185.96876	0.161471468	0.440785141	0.43299526	0.000237534	0.00130644	-0.047560293	0.033337774	NPX	PHF6	ENSG00000156531	protein_coding	chrX	134373312	134428791	ENSG00000156531	protein_coding
CCDC120	456.6843694	21.42556071	-32.91366903	23.31953735	0.166475001	0.450539487	0.220818342	0.026745944	0.051238016	-0.072070934	0.051174527	NPX	CCDC120	ENSG00000147144	protein_coding	chrX	49053572	49069857	ENSG00000147144	protein_coding
SH3BGRL	11947.03788	534.2718043	-685.9370975	490.0081899	0.169888076	0.456156174	0.394497434	0.000666061	0.002839084	-0.057414826	0.041095325	NPX	SH3BGRL	ENSG00000131171	protein_coding	chrX	81202102	81298547	ENSG00000131171	protein_coding
NAA10	2740.591433	128.8215537	214.8927766	154.3399709	0.172133427	0.458574207	0.028930377	0.3529717	0.413619759	0.078411096	0.056436781	NPX	NAA10	ENSG00000102030	protein_coding	chrX	153929225	153935080	ENSG00000102030	protein_coding
MOSPD2	1377.567276	48.17013593	-69.99511808	50.66098373	0.175369379	0.460007372	0.186702734	0.047151874	0.080737199	-0.050810671	0.036818582	NPX	MOSPD2	ENSG00000130150	protein_coding	chrX	14873421	14922327	ENSG00000130150	protein_coding
SASH3	14350.99204	684.6827886	1047.653711	757.3210309	0.17484268	0.460007372	0.228663075	0.023317391	0.047328752	0.07300218	0.052886148	NPX	SASH3	ENSG00000122122	protein_coding	chrX	129779949	129795201	ENSG00000122122	protein_coding
COX7B	4723.484996	202.7819636	-334.036194	246.9991403	0.184462619	0.478603906	-0.054390111	0.673317941	0.713047881	-0.070718166	0.052379775	NPX	COX7B	ENSG00000131174	protein_coding	chrX	77899440	77907376	ENSG00000131174	protein_coding
ZDHHC9	1546.514949	66.27563721	-104.43462	77.36775851	0.185266028	0.478603906	0.046206544	0.297393257	0.358343111	-0.067529008	0.050110799	NPX	ZDHHC9	ENSG00000188706	protein_coding	chrX	129803288	129843909	ENSG00000188706	protein_coding
MTMR1	3629.171246	120.1303019	200.3242167	150.0895622	0.190130783	0.487478172	-0.119544551	0.89542303	0.906051196	0.055198337	0.041396771	NPX	MTMR1	ENSG00000063601	protein_coding	chrX	150692971	150765108	ENSG00000063601	protein_coding
RENBP	342.6759562	35.68718514	-52.57211874	39.64363922	0.192929342	0.490961982	0.162074623	0.068942965	0.108840515	-0.153416421	0.116786475	NPX	RENBP	ENSG00000102032	protein_coding	chrX	153935269	153944687	ENSG00000102032	protein_coding
CFP	532.6957745	64.04962795	-101.7631349	80.27633702	0.212839158	0.508850402	-0.053425379	0.669490039	0.711202814	-0.191034245	0.152438717	NPX	CFP	ENSG00000126759	protein_coding	chrX	47623172	47630305	ENSG00000126759	protein_coding
APOO	974.7209366	28.27326709	-40.29267129	31.64032005	0.210797464	0.508850402	0.077222748	0.212008518	0.27187684	-0.041337648	0.03248304	NPX	APOO	ENSG00000184831	protein_coding	chrX	23833353	23907938	ENSG00000184831	protein_coding
TMEM187	158.3275129	8.133151672	11.94958868	9.386921584	0.210957352	0.508850402	0.096210292	0.169053957	0.227855333	0.075473861	0.05941463	NPX	TMEM187	ENSG00000177854	protein_coding	chrX	153972754	153983194	ENSG00000177854	protein_coding
MECP2	3482.885917	181.5077854	-260.9585828	201.7788125	0.20392726	0.508850402	0.116496807	0.130630399	0.182561336	-0.074925963	0.05806581	NPX	MECP2	ENSG00000169057	protein_coding	chrX	154021573	154137103	ENSG00000169057	protein_coding
ARHGAP6	1572.607969	186.4679069	-256.0596688	202.2418666	0.213388878	0.508850402	0.199873309	0.038097139	0.067311526	-0.162824858	0.130043974	NPX	ARHGAP6	ENSG00000047648	protein_coding	chrX	11117651	11665920	ENSG00000047648	protein_coding
ABCB7	3799.356052	151.117026	-191.4580279	150.0686096	0.209976554	0.508850402	0.283302842	0.008335996	0.020901283	-0.050392231	0.039549254	NPX	ABCB7	ENSG00000131269	protein_coding	chrX	75051048	75156732	ENSG00000131269	protein_coding
LAGE3	755.2739673	64.52562314	-83.50924467	65.311398	0.208988947	0.508850402	0.319585534	0.003909941	0.011634927	-0.110568149	0.086988196	NPX	LAGE3	ENSG00000196976	protein_coding	chrX	154477769	154479257	ENSG00000196976	protein_coding
DIAPH2	1609.059996	86.28673607	-105.6255715	83.00860212	0.211146466	0.508850402	0.322816889	0.003643997	0.011329819	-0.065644272	0.051708222	NPX	DIAPH2	ENSG00000147202	protein_coding	chrX	96684663	97604997	ENSG00000147202	protein_coding
BRWD3	3160.434454	154.8774945	-188.1572668	148.2286706	0.212235171	0.508850402	0.333660676	0.002866159	0.009676835	-0.059535254	0.046992015	NPX	BRWD3	ENSG00000165288	protein_coding	chrX	80669503	80809877	ENSG00000165288	protein_coding
ABCD1	435.0299836	26.76062838	38.99195706	31.37962775	0.221837297	0.525323043	0.030380355	0.348099011	0.409316424	0.089630505	0.072342517	NPX	ABCD1	ENSG00000101986	protein_coding	chrX	153724856	153744755	ENSG00000101986	protein_coding
TCEAL1	788.6822985	29.75246837	-44.03643984	36.28080242	0.232527898	0.53079674	-0.071806555	0.740808336	0.7772789	-0.055835461	0.046049994	NPX	TCEAL1	ENSG00000172465	protein_coding	chrX	103628704	103630953	ENSG00000172465	protein_coding
AIFM1	4900.132363	243.3891361	-315.3139638	259.0394386	0.231218681	0.53079674	0.160810039	0.070254827	0.110400443	-0.06434805	0.052960296	NPX	AIFM1	ENSG00000156709	protein_coding	chrX	130124666	130165879	ENSG00000156709	protein_coding
MTMR8	167.9243362	5.989101062	-7.678804471	6.332363872	0.2329579	0.53079674	0.184286716	0.048995309	0.082709904	-0.045727764	0.037744877	NPX	MTMR8	ENSG00000102043	protein_coding	chrX	64268081	64395452	ENSG00000102043	protein_coding
ACSL4	11608.9673	738.837067	921.0976538	749.8455864	0.22705971	0.53079674	0.252780214	0.015046701	0.034082973	0.079343634	0.064789018	NPX	ACSL4	ENSG00000068366	protein_coding	chrX	109624244	109733403	ENSG00000068366	protein_coding
ATP11C	3614.321913	198.0176312	216.3161072	178.5810872	0.233458588	0.53079674	0.419330576	0.000346042	0.001710152	0.059849707	0.049517975	NPX	ATP11C	ENSG00000101974	protein_coding	chrX	139726346	139945276	ENSG00000101974	protein_coding
FAM199X	2209.829412	85.84886229	-86.96514855	71.79926374	0.233488302	0.53079674	0.483037774	5.39E-05	0.000367574	-0.039353784	0.032526812	NPX	FAM199X	ENSG00000123575	protein_coding	chrX	104166453	104195902	ENSG00000123575	protein_coding
TLR7	5827.360248	404.884031	546.1702743	452.6935131	0.235286298	0.531341905	0.165291732	0.065695987	0.105175265	0.09372516	0.07795661	NPX	TLR7	ENSG00000196664	protein_coding	chrX	12867072	12890361	ENSG00000196664	protein_coding
FAM120C	440.7261881	20.89871141	29.24644193	24.44124295	0.239073089	0.536341601	0.016872095	0.39487032	0.451848252	0.066359664	0.055545954	NPX	FAM120C	ENSG00000184083	protein_coding	chrX	54068324	54183281	ENSG00000184083	protein_coding
PHF8	3451.327724	82.96431078	106.1863927	89.16275669	0.241266301	0.537724239	0.208047157	0.03325609	0.060001729	0.030766824	0.025844919	NPX	PHF8	ENSG00000172943	protein_coding	chrX	53936676	54048958	ENSG00000172943	protein_coding
PRICKLE3	1110.024194	34.67448375	-44.18826599	37.57387976	0.247091771	0.547131779	0.167139676	0.063888519	0.103251114	-0.039808381	0.033872438	NPX	PRICKLE3	ENSG00000012211	protein_coding	chrX	49174802	49186528	ENSG00000012211	protein_coding
ARMCX3	4939.081189	193.7157653	-271.9213844	234.1424266	0.252937085	0.556461586	-0.046965987	0.643705267	0.688098733	-0.055055055	0.047455222	NPX	ARMCX3	ENSG00000102401	protein_coding	chrX	101622797	101627843	ENSG00000102401	protein_coding
CDK16	3412.441625	120.058925	159.6450589	141.0592167	0.265017669	0.562302056	0.063107547	0.248516216	0.310417691	0.046783235	0.041369498	NPX	CDK16	ENSG00000102225	protein_coding	chrX	47217860	47229997	ENSG00000102225	protein_coding
TCEAL3	1294.738992	81.64097236	-102.6385346	90.44681852	0.263759835	0.562302056	0.09100012	0.180149272	0.239964461	-0.079273533	0.070035796	NPX	TCEAL3	ENSG00000196507	protein_coding	chrX	103607451	103629690	ENSG00000196507	protein_coding
GNL3L	1099.61483	47.78655266	-59.78883627	52.16713712	0.259111629	0.562302056	0.117961189	0.128140123	0.179818032	-0.054372526	0.04750009	NPX	GNL3L	ENSG00000130119	protein_coding	chrX	54530183	54621521	ENSG00000130119	protein_coding
HAUS7	672.6038455	32.3371072	41.62877703	36.93813074	0.267004219	0.562302056	0.147261905	0.08563231	0.1303599	0.06189197	0.054998662	NPX	HAUS7	ENSG00000213397	protein_coding	chrX	153447668	153495516	ENSG00000213397	protein_coding
KRBOX4	815.54566	42.21336933	-50.06922844	44.43985516	0.267134701	0.562302056	0.190439101	0.044415933	0.076494107	-0.061393532	0.054583529	NPX	KRBOX4	ENSG00000147121	protein_coding	chrX	46447292	46497422	ENSG00000147121	protein_coding
ERCC6L	1035.981437	69.22146433	76.79814862	66.94806281	0.25869169	0.562302056	0.423945451	0.000305147	0.001553061	0.074130815	0.06481239	NPX	ERCC6L	ENSG00000186871	protein_coding	chrX	72204657	72239027	ENSG00000186871	protein_coding
TAZ	1270.240423	51.49873121	-52.64762505	46.34444967	0.263258418	0.562302056	0.501549448	2.97E-05	0.000225387	-0.041446977	0.036523461	NPX	TAZ	ENSG00000102125	protein_coding	chrX	154411524	154421726	ENSG00000102125	protein_coding
IL2RG	20576.39297	765.5126411	970.3296623	883.2046309	0.279020168	0.582495224	0.110061578	0.142016472	0.196170466	0.047157423	0.04295904	NPX	IL2RG	ENSG00000147168	protein_coding	chrX	71107404	71112108	ENSG00000147168	protein_coding
CCDC22	1478.988366	47.60640728	-57.61680706	52.56817191	0.280144331	0.582495224	0.124854039	0.116907079	0.168208075	-0.038956904	0.035565443	NPX	CCDC22	ENSG00000101997	protein_coding	chrX	49235470	49250520	ENSG00000101997	protein_coding
G6PD	2621.527241	130.2108378	-133.9561568	123.1720655	0.283826456	0.586574676	0.337083347	0.002653771	0.009049358	-0.051098518	0.047053352	NPX	G6PD	ENSG00000160211	protein_coding	chrX	154531391	154547572	ENSG00000160211	protein_coding
RPL36A	31987.68638	2001.114666	-1839.637847	1703.840475	0.287263595	0.590101722	0.466534292	8.96E-05	0.000576524	-0.057510813	0.05338688	NPX	RPL36A	ENSG00000241343	protein_coding	chrX	101390824	101396155	ENSG00000241343	protein_coding
BEX4	912.613195	113.2169939	-125.2206849	116.874003	0.290921585	0.594037487	0.255949735	0.014178641	0.032449104	-0.137211127	0.129191532	NPX	BEX4	ENSG00000102409	protein_coding	chrX	103215108	103217246	ENSG00000102409	protein_coding
FAM104B	411.4139761	16.56004032	20.50802736	19.43310071	0.298124113	0.600800986	0.021894722	0.377127204	0.437416246	0.049847668	0.047277502	NPX	FAM104B	ENSG00000182518	protein_coding	chrX	55143102	55161310	ENSG00000182518	protein_coding
ZMYM3	3666.03343	136.3365668	-162.9854145	154.8958239	0.299519553	0.600800986	0.045256002	0.300306759	0.360579595	-0.044458246	0.042283949	NPX	ZMYM3	ENSG00000147130	protein_coding	chrX	71239624	71255146	ENSG00000147130	protein_coding
ZNF280C	495.3475461	28.87070645	-33.84599918	32.112875	0.298731062	0.600800986	0.083967699	0.195949963	0.255899264	-0.068327782	0.06495118	NPX	ZNF280C	ENSG00000056277	protein_coding	chrX	130202707	130268899	ENSG00000056277	protein_coding
PGRMC1	2238.178341	92.45752405	-110.8036904	107.4662816	0.309207786	0.607113719	-0.000808098	0.460271034	0.514598106	-0.049506194	0.048058599	NPX	PGRMC1	ENSG00000101856	protein_coding	chrX	119236245	119244466	ENSG00000101856	protein_coding
POLA1	3623.685404	233.4071731	248.8372822	241.6361297	0.309788232	0.607113719	0.332193094	0.00296183	0.009805669	0.06866967	0.066828959	NPX	POLA1	ENSG00000101868	protein_coding	chrX	24693873	24996986	ENSG00000101868	protein_coding
CUL4B	6392.424546	308.3662999	-285.0773331	275.8032652	0.308020194	0.607113719	0.422480618	0.00031762	0.001592771	-0.04459612	0.04319893	NPX	CUL4B	ENSG00000158290	protein_coding	chrX	120505920	120604074	ENSG00000158290	protein_coding
FAM156A	809.1068762	49.60747721	42.39700437	41.04512425	0.308338344	0.607113719	0.522240049	1.48E-05	0.000129553	0.052399758	0.050830557	NPX	FAM156A	ENSG00000268350	protein_coding	chrX	52926402	52995472	ENSG00000268350	protein_coding
HDAC8	1140.601115	36.67310033	43.85587409	43.67959028	0.321882749	0.609788986	-0.033820585	0.590772342	0.641571238	0.038449791	0.038315187	NPX	HDAC8	ENSG00000147099	protein_coding	chrX	72329516	72573101	ENSG00000147099	protein_coding
MAGT1	7183.357051	330.0847413	-385.0664698	380.8345826	0.318529579	0.609788986	0.017694722	0.39193687	0.450001591	-0.053605364	0.053073433	NPX	MAGT1	ENSG00000102158	protein_coding	chrX	77825747	77895593	ENSG00000102158	protein_coding
RRAGB	591.3300419	26.27241636	-28.18283845	27.78006987	0.316933387	0.609788986	0.235858388	0.020513833	0.042915443	-0.047660082	0.047026657	NPX	RRAGB	ENSG00000083750	protein_coding	chrX	55717749	55758774	ENSG00000083750	protein_coding
UBQLN2	3049.404871	121.1518503	-127.2556369	124.9411119	0.315042584	0.609788986	0.261193345	0.012838785	0.029668431	-0.041731302	0.041005825	NPX	UBQLN2	ENSG00000188021	protein_coding	chrX	56563627	56567868	ENSG00000188021	protein_coding
LAS1L	3645.253776	129.7914708	134.2418709	133.3791168	0.320727346	0.609788986	0.268790005	0.011095322	0.027025035	0.036826482	0.03661329	NPX	LAS1L	ENSG00000001497	protein_coding	chrX	65438549	65534810	ENSG00000001497	protein_coding
SLC10A3	947.2931543	46.62733892	-43.72958553	43.24635485	0.318500416	0.609788986	0.395890701	0.000642648	0.002774399	-0.046162674	0.045709068	NPX	SLC10A3	ENSG00000126903	protein_coding	chrX	154487306	154490690	ENSG00000126903	protein_coding
BTK	11441.85069	411.1335409	-383.1318965	383.4798355	0.324239291	0.61085966	0.373469157	0.00112799	0.004226864	-0.033485133	0.033537133	NPX	BTK	ENSG00000010671	protein_coding	chrX	101349447	101390796	ENSG00000010671	protein_coding
MCTS1	3488.847006	103.4731803	-125.3640825	128.8274088	0.336814646	0.626414665	-0.134939157	0.931087366	0.936580507	-0.035932812	0.036940872	NPX	MCTS1	ENSG00000232119	protein_coding	chrX	120594010	120621159	ENSG00000232119	protein_coding
ZNF674	213.4643975	11.391218	-11.04281009	11.37743284	0.338055515	0.626414665	0.261038809	0.012876621	0.029668431	-0.05173139	0.053370414	NPX	ZNF674	ENSG00000251192	protein_coding	chrX	46497725	46545457	ENSG00000251192	protein_coding
HCFC1	6760.128527	360.320541	347.1777854	359.0415188	0.339843733	0.626414665	0.308009127	0.005011661	0.014008002	0.051356684	0.053182135	NPX	HCFC1	ENSG00000172534	protein_coding	chrX	153947557	153971818	ENSG00000172534	protein_coding
ARHGAP4	3357.215	133.5596417	-127.8806946	131.8150668	0.338270146	0.626414665	0.355249289	0.00174621	0.006334655	-0.038091303	0.039292451	NPX	ARHGAP4	ENSG00000089820	protein_coding	chrX	153907367	153934999	ENSG00000089820	protein_coding
MTM1	620.6595515	46.17610495	54.77308845	57.31063883	0.345415328	0.632580425	-0.077441852	0.761759662	0.794373226	0.088249812	0.092571414	NPX	MTM1	ENSG00000171100	protein_coding	chrX	150568621	150673143	ENSG00000171100	protein_coding
TRMT2B	988.5038865	32.99380003	35.6980369	37.4683529	0.346898943	0.632580425	0.216642864	0.028741828	0.053798111	0.036113198	0.037923264	NPX	TRMT2B	ENSG00000188917	protein_coding	chrX	101009346	101052116	ENSG00000188917	protein_coding
MAGED1	10834.37366	646.6945787	-710.6569675	756.1380776	0.353389722	0.638956686	0.005300926	0.437195557	0.493654585	-0.065592806	0.069900391	NPX	MAGED1	ENSG00000179222	protein_coding	chrX	51803007	51902354	ENSG00000179222	protein_coding
HDAC6	2308.831365	72.06077558	68.45331298	72.94967977	0.354143149	0.638956686	0.243690501	0.017799474	0.038415321	0.029648468	0.03160948	NPX	HDAC6	ENSG00000094631	protein_coding	chrX	48801377	48824982	ENSG00000094631	protein_coding
CLCN5	444.4098094	37.88585867	41.88539863	45.35674499	0.36174796	0.649242391	-0.050269958	0.656924733	0.700035419	0.094249492	0.10237641	NPX	CLCN5	ENSG00000171365	protein_coding	chrX	49922596	50099235	ENSG00000171365	protein_coding
SAT1	9756.575884	874.3882981	-893.5646785	979.6879764	0.367625538	0.656336694	0.11178693	0.13889228	0.193315378	-0.091585889	0.100748004	NPX	SAT1	ENSG00000130066	protein_coding	chrX	23783173	23786210	ENSG00000130066	protein_coding
RBBP7	9706.108062	341.3680952	337.0841902	371.7093523	0.370355095	0.657766081	0.21468857	0.029719097	0.05448501	0.034729079	0.03831591	NPX	RBBP7	ENSG00000102054	protein_coding	chrX	16839283	16870362	ENSG00000102054	protein_coding
PLS3	929.5360972	269.6656269	-288.4909973	319.5798094	0.372514248	0.658172843	-0.034966447	0.595393481	0.64453707	-0.310360187	0.355400032	NPX	PLS3	ENSG00000102024	protein_coding	chrX	115561174	115650861	ENSG00000102024	protein_coding
OCRL	705.2394411	37.22520142	39.98882775	45.44835068	0.384606744	0.672568716	-0.088082135	0.799710464	0.818922728	0.056702483	0.064513322	NPX	OCRL	ENSG00000122126	protein_coding	chrX	129539849	129592561	ENSG00000122126	protein_coding
OTUD5	4790.44878	212.2628377	-190.4312682	215.6572236	0.382922875	0.672568716	0.285485715	0.007978544	0.020153211	-0.039752281	0.045052613	NPX	OTUD5	ENSG00000068308	protein_coding	chrX	48922024	48958386	ENSG00000068308	protein_coding
AP1S2	5105.686899	329.7762101	280.5887094	321.9612049	0.389102015	0.676958098	0.303095114	0.005557921	0.015162007	0.054956114	0.063159157	NPX	AP1S2	ENSG00000182287	protein_coding	chrX	15825806	15854931	ENSG00000182287	protein_coding
FMR1	2709.046638	92.62887508	-87.4339015	100.7674489	0.391162439	0.677088283	0.123276396	0.119407853	0.16895468	-0.032274786	0.037213013	NPX	FMR1	ENSG00000102081	protein_coding	chrX	147911919	147951125	ENSG00000102081	protein_coding
PIR	1091.616391	103.8129151	99.81183531	116.154401	0.395706656	0.681494797	0.07980181	0.205762976	0.266787737	0.0914349	0.106760584	NPX	PIR	ENSG00000087842	protein_coding	chrX	15384799	15493564	ENSG00000087842	protein_coding
HSD17B10	3641.086975	201.3428209	-201.3449769	235.948152	0.398959311	0.683643845	-0.013597432	0.50991054	0.564543812	-0.055298041	0.064873676	NPX	HSD17B10	ENSG00000072506	protein_coding	chrX	53431258	53434370	ENSG00000072506	protein_coding
NKRF	2570.569066	64.21325998	-58.46667126	69.17740513	0.403448272	0.687879304	0.154331598	0.077299793	0.120361778	-0.022744641	0.026917316	NPX	NKRF	ENSG00000186416	protein_coding	chrX	119588337	119606443	ENSG00000186416	protein_coding
FAM3A	1403.13779	55.71130642	-46.9320991	56.2835163	0.409715775	0.695089946	0.341397456	0.002406332	0.008288476	-0.033447962	0.040134586	NPX	FAM3A	ENSG00000071889	protein_coding	chrX	154506159	154516242	ENSG00000071889	protein_coding
FUNDC2	4191.314995	223.577729	-209.8955901	261.7958998	0.42781534	0.718645472	-0.014523294	0.513562266	0.565998826	-0.050078696	0.062518617	NPX	FUNDC2	ENSG00000165775	protein_coding	chrX	155025980	155060304	ENSG00000165775	protein_coding
STAG2	12453.56272	671.7635824	-440.3452019	547.7849221	0.426609535	0.718645472	0.541573114	7.47E-06	7.08E-05	-0.035358974	0.044027535	NPX	STAG2	ENSG00000101972	protein_coding	chrX	123960212	124422664	ENSG00000101972	protein_coding
RPL36A-HNRNPH2	30.49598333	3.146914605	-2.813988431	3.529495938	0.430376672	0.719138624	0.069201533	0.232271126	0.295539007	-0.092274068	0.116127451	NPX	RPL36A-HNRNPH2	ENSG00000257529	protein_coding	chrX	101391011	101412297	ENSG00000257529	protein_coding
HUWE1	25202.97991	1339.80244	1236.298804	1564.46531	0.434425007	0.719138624	0.095049027	0.171482356	0.230218438	0.049053676	0.062129367	NPX	HUWE1	ENSG00000086758	protein_coding	chrX	53532096	53686728	ENSG00000086758	protein_coding
RBM41	1002.898301	34.48146233	26.30156018	33.283895	0.43443565	0.719138624	0.39090691	0.00073003	0.003073336	0.026225551	0.033199954	NPX	RBM41	ENSG00000089682	protein_coding	chrX	107064420	107118823	ENSG00000089682	protein_coding
TIMM17B	1714.51855	90.51252181	-72.27223458	93.92857564	0.446517703	0.733671789	0.252263976	0.01519241	0.034082973	-0.042153078	0.054829406	NPX	TIMM17B	ENSG00000126768	protein_coding	chrX	48893447	48898143	ENSG00000126768	protein_coding
UXT	3689.163707	157.9560631	-127.2291654	165.7207308	0.447518276	0.733671789	0.267528704	0.01136947	0.02730274	-0.034487265	0.044945211	NPX	UXT	ENSG00000126756	protein_coding	chrX	47651796	47659180	ENSG00000126756	protein_coding
WDR45	696.3033127	40.28773933	-34.16189574	44.80870825	0.450657977	0.735284067	0.087953408	0.186877542	0.246043405	-0.049061803	0.064414863	NPX	WDR45	ENSG00000196998	protein_coding	chrX	49074433	49101170	ENSG00000196998	protein_coding
SUV39H1	1492.045446	66.42917976	50.641344	67.23422363	0.456091222	0.73843683	0.266120633	0.011682558	0.027478543	0.033940886	0.04508711	NPX	SUV39H1	ENSG00000101945	protein_coding	chrX	48695554	48709016	ENSG00000101945	protein_coding
DYNLT3	1080.576413	66.52178846	33.81983725	44.98455354	0.456921323	0.73843683	0.66132992	4.36E-08	6.77E-07	0.03129796	0.041674709	NPX	DYNLT3	ENSG00000165169	protein_coding	chrX	37836757	37847571	ENSG00000165169	protein_coding
RBM3	17411.35038	739.8958692	-555.5574121	750.8705891	0.464039168	0.746402624	0.265637857	0.011791641	0.02754075	-0.031907773	0.043146661	NPX	RBM3	ENSG00000102317	protein_coding	chrX	48574449	48581162	ENSG00000102317	protein_coding
NDUFA1	3098.347726	147.2247118	-125.2843114	173.2752203	0.474203564	0.750049638	-0.020315139	0.536545432	0.588302226	-0.040435846	0.055958037	NPX	NDUFA1	ENSG00000125356	protein_coding	chrX	119871832	119876662	ENSG00000125356	protein_coding
IL9R	197.3036041	26.53643473	-22.11688622	30.80611323	0.477304315	0.750049638	0.004177364	0.441404408	0.496762056	-0.112095703	0.156861776	PAR2	IL9R	ENSG00000124334	protein_coding	chrX	155997581	156010817	ENSG00000124334	protein_coding
CENPI	1092.753776	56.23759475	44.27943289	60.55316605	0.469233181	0.750049638	0.226736113	0.024122274	0.047823811	0.040520961	0.055452593	NPX	CENPI	ENSG00000102384	protein_coding	chrX	101098188	101166126	ENSG00000102384	protein_coding
OGT	9313.607037	376.9039691	256.0052323	352.8322628	0.472665759	0.750049638	0.381943052	0.000914938	0.003545383	0.027487227	0.037899852	NPX	OGT	ENSG00000147162	protein_coding	chrX	71533104	71575892	ENSG00000147162	protein_coding
THOC2	7564.485686	264.101236	158.2019609	219.3502734	0.475301058	0.750049638	0.542043702	7.35E-06	7.08E-05	0.020913776	0.029006573	NPX	THOC2	ENSG00000125676	protein_coding	chrX	123600561	123733056	ENSG00000125676	protein_coding
SOWAHD	253.8427006	26.42052443	23.00736905	32.98517745	0.489846083	0.76622713	-0.130643477	0.92194732	0.930130285	0.090636323	0.130285358	NPX	SOWAHD	ENSG00000187808	protein_coding	chrX	119758588	119760202	ENSG00000187808	protein_coding
FANCB	374.5761652	18.12557462	14.71797677	21.32402788	0.494371486	0.76977478	7.41E-05	0.456910619	0.512521451	0.039292347	0.056960159	NPX	FANCB	ENSG00000181544	protein_coding	chrX	14835961	14873069	ENSG00000181544	protein_coding
