Gene	gene_id	type	chr	start	stop	gene_name.84	gene_id.84	gene_type.84	Balaton.consensus.calls	Carrel_hybrids	Carrel_SNPs	Cotton_AI	Cotton_DNAm	Balaton_only_methylation_data	num_inf_females	pct_females_escape	Cotton_XCI_status	Cotton_AR	Cotton_AR_SD	Cotton_95ci_lo	Cotton_Esc_myCall	total_count	Tuk_Skew_AR	Tuk_skew_padj	Y014	Y035	Y117	Tuk_SC_inf_samples	Tuk_SC_sig_samples	Tuk_SC_pct_sig	Tuk_AR	Tuk_myCall	Garieri_XCI_status	num_inf_samples	num_sig_samples	pct_sig_samples	Garieri_AR	Garieri_myCall	Sauteraud_AR	Sauteraud_XCI.status	Sauteraud_AR_p.adj	Sauteraud_myCall	Avg_AR	num_studies_XCI_calls	num_studies_Esc	pct_studies_Esc	num_studies_Subject	pct_studies_Subject	Final_XCI_Call	Diff_from_Balaton
CHIC1	ENSG00000204116	protein_coding	chrX	73563200	73687102	CHIC1	ENSG00000204116	protein_coding	S	0	NA	S	too much U	FALSE	30	0	subject	0.00576666666666667	0.0135381283617873	0.00092210965043444	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00576666666666667	1	0	0	1	1	Subject	FALSE
CHM	ENSG00000188419	protein_coding	chrX	85861180	86047561	CHM	ENSG00000188419	protein_coding	Discordant	0.78	VE	S	too much U	FALSE	42	0.214285714285714	subject	0.111238095238095	0.199696153281198	0.050843075803464	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	5	0	0	0.0105857317489836	Subject	0.310376756347188	VE	0.00155877705313115	Escape	0.144066861111422	3	2	0.666666666666667	1	0.333333333333333	Escape	FALSE
CHST7	ENSG00000147119	protein_coding	chrX	46573765	46598496	CHST7	ENSG00000147119	protein_coding	S	0	S	S	all F S or S+U	FALSE	38	0.0526315789473684	subject	0.0191184210526316	0.0490377177242345	0.00352668326649193	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	escapee , relaxed set	3	1	0.333333333333333	0.0411178771132729	Subject	NA	NA	NA	NA	0.0301181490829522	2	0	0	2	1	Subject	FALSE
CLCN5	ENSG00000171365	protein_coding	chrX	49922596	50099235	CLCN5	ENSG00000171365	protein_coding	S	0	NA	S	all F S	FALSE	56	0.0892857142857143	subject	0.0327392857142857	0.073381423655189	0.0135195155032859	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0	Subject	NA	NA	NA	NA	0.0163696428571429	2	0	0	2	1	Subject	FALSE
CLIC2	ENSG00000155962	protein_coding	chrX	155276211	155334657	CLIC2	ENSG00000155962	protein_coding	Mostly S	0.33	S	S	NA	FALSE	18	0.166666666666667	subject	0.0888222222222222	0.0848922954694085	0.0496039825949072	Subject	19	0	1	NA	NA	0.0113636363636364	1	0	0	0.00568181818181818	Subject	NA	NA	NA	NA	NA	NA	0.0470574688417693	VE	0.0704046707648476	Subject	0.0471871697486032	3	0	0	3	1	Subject	FALSE
CMC4	ENSG00000182712	protein_coding	chrX	155061622	155071136	CMC4	ENSG00000182712	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
COX7B	ENSG00000131174	protein_coding	chrX	77899440	77907376	COX7B	ENSG00000131174	protein_coding	VE	0.33	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Escape	FALSE
CSTF2	ENSG00000101811	protein_coding	chrX	100820359	100841520	CSTF2	ENSG00000101811	protein_coding	S	0	NA	S	all F S or S+U	FALSE	30	0	subject	0.00537	0.01660997103944	-0.000573801800968418	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.00463264222266158	Subject	NA	NA	NA	NA	0.00500132111133079	2	0	0	2	1	Subject	FALSE
CTPS2	ENSG00000047230	protein_coding	chrX	16587999	16712936	CTPS2	ENSG00000047230	protein_coding	Mostly E	1	NA	S	all F E or E+U	FALSE	51	0.0784313725490196	subject	0.0586803921568627	0.121680583528528	0.0252845602021934	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0223364848932061	S	0.0680574198802139	Subject	0.0405084385250344	2	0	0	2	1	Subject	TRUE
CUL4B	ENSG00000158290	protein_coding	chrX	120505920	120604074	CUL4B	ENSG00000158290	protein_coding	Mostly S	0.44	NA	S	all F S or S+U	FALSE	40	0.075	subject	0.024215	0.0436358388930182	0.0106921134256184	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0215467321447551	S	0.247378120165334	Subject	0.0228808660723775	2	0	0	2	1	Subject	FALSE
CXCR3	ENSG00000186810	protein_coding	chrX	71615916	71618511	CXCR3	ENSG00000186810	protein_coding	S	0	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
CXorf38	ENSG00000185753	protein_coding	chrX	40626921	40647561	CXorf38	ENSG00000185753	protein_coding	E	0.89	NA	E	all F E or E+U	FALSE	14	1	escape	0.347535714285714	0.114053392403213	0.287790893741619	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	escapee , relaxed set	5	1	0.2	0.0261725199505405	Subject	0.120373739383133	VE	6.64196313915507e-05	Escape	0.164693991206463	3	2	0.666666666666667	1	0.333333333333333	Escape	FALSE
CXorf65	ENSG00000204165	protein_coding	chrX	71103889	71106788	CXorf65	ENSG00000204165	protein_coding	VE	NA	NA	VE	NA	FALSE	12	0.333333333333333	variable escape	0.144291666666667	0.140134282732562	0.0650032321254935	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.144291666666667	1	1	1	0	0	Escape	FALSE
CYBB	ENSG00000165168	protein_coding	chrX	37780059	37813461	CYBB	ENSG00000165168	protein_coding	S	NA	NA	S	NA	FALSE	22	0	subject	0.0179136363636364	0.0359986943606431	0.00287073940954704	Subject	NA	NA	NA	0	NA	0	2	0	0	0	Subject	NA	NA	NA	NA	NA	NA	0.0179279726596586	S	0.0918875800680829	Subject	0.011947203007765	3	0	0	3	1	Subject	FALSE
CYSLTR1	ENSG00000173198	protein_coding	chrX	78271468	78327691	CYSLTR1	ENSG00000173198	protein_coding	S	NA	NA	S	NA	FALSE	28	0.0357142857142857	subject	0.0460964285714286	0.142260083889522	-0.00659744391337219	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0253504123784881	S	0.231279399862289	Subject	0.0357234204749583	2	0	0	2	1	Subject	FALSE
DDX3X	ENSG00000215301	protein_coding	chrX	41333348	41364472	DDX3X	ENSG00000215301	protein_coding	E	1	NA	E	all F E or E+U	FALSE	22	0.954545454545455	escape	0.657377272727273	0.185884569742619	0.579701054807254	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	escapee , robust set	5	5	1	0.5461056116505	Escape	0.526866223042267	E	1.83431402860986e-35	Escape	0.57678303580668	3	3	1	0	0	Escape	FALSE
DHRSX	ENSG00000169084	protein_coding	chrX	2219506	2502805	DHRSX	ENSG00000169084	protein_coding	PAR	1	NA	E	NA	FALSE	73	0.972602739726027	escape	0.69358904109589	0.153159772751677	0.658454089901867	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	5	5	1	0.566449610170399	Escape	0.680004488012319	E	8.48177377992249e-26	Escape	0.646681046426203	3	3	1	0	0	Escape	FALSE
DIAPH2	ENSG00000147202	protein_coding	chrX	96684663	97604997	DIAPH2	ENSG00000147202	protein_coding	Discordant	0.44	NA	S	too much U	FALSE	55	0.0545454545454545	subject	0.0322472727272727	0.0749189632685814	0.0124472136724987	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	5	0	0	0.00736884547709162	Subject	NA	NA	NA	NA	0.0198080591021822	2	0	0	2	1	Subject	TRUE
DKC1	ENSG00000130826	protein_coding	chrX	154762742	154777689	DKC1	ENSG00000130826	protein_coding	S	0	S	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00819356019189757	S	0.0883251560078211	Subject	0.00819356019189757	1	0	0	1	1	Subject	FALSE
DLG3	ENSG00000082458	protein_coding	chrX	70444835	70505490	DLG3	ENSG00000082458	protein_coding	S	0	S	S	all F S or S+U	FALSE	28	0.0357142857142857	subject	0.0110214285714286	0.0248954012880091	0.00180004288781649	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0110214285714286	1	0	0	1	1	Subject	FALSE
DMD	ENSG00000198947	protein_coding	chrX	31097677	33339609	DMD	ENSG00000198947	protein_coding	S	0.11	NA	S	all F S or S+U	FALSE	73	0.10958904109589	subject	0.0503	0.0765874844721889	0.032730781394758	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	0	0	0.0058338626522989	Subject	0.106042751346676	VE	0.000118512830403833	Escape	0.0540588713329916	3	1	0.333333333333333	2	0.666666666666667	Subject	FALSE
DNASE1L1	ENSG00000013563	protein_coding	chrX	154401236	154412112	DNASE1L1	ENSG00000013563	protein_coding	S	0	S	S	all F S	FALSE	16	0	subject	0.024775	0.051781805041282	-0.000598084470228157	Subject	28	0	1	NA	NA	0	1	0	0	0	Subject	inactivated gene	2	0	0	0.00165093322123111	Subject	0.0325994171545895	S	0.101461722232033	Subject	0.0147563375939552	4	0	0	4	1	Subject	FALSE
DOCK11	ENSG00000147251	protein_coding	chrX	118495815	118686163	DOCK11	ENSG00000147251	protein_coding	Mostly S	0.33	NA	S	all F S	FALSE	55	0.0181818181818182	subject	0.0148272727272727	0.0519738483190432	0.00109129426302607	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	5	0	0	0.00873811764901191	Subject	0.0185082526102726	S	0.210478009362014	Subject	0.0140245476621857	3	0	0	3	1	Subject	FALSE
DYNLT3	ENSG00000165169	protein_coding	chrX	37836757	37847571	DYNLT3	ENSG00000165169	protein_coding	S	0	S	S	all F S or S+U	FALSE	12	0	subject	0.0122916666666667	0.0193786413977926	0.00132716811567276	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.00294874056052297	Subject	0.0327428057973548	S	0.301966209183429	Subject	0.0159944043415148	3	0	0	3	1	Subject	FALSE
EBP	ENSG00000147155	protein_coding	chrX	48521799	48528716	EBP	ENSG00000147155	protein_coding	Mostly S	0	S	NA	S or S+U and VE and U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	0	0	0.00917065255014671	Subject	NA	NA	NA	NA	0.00917065255014671	1	0	0	1	1	Subject	FALSE
EDA2R	ENSG00000131080	protein_coding	chrX	66595637	66639298	EDA2R	ENSG00000131080	protein_coding	Discordant	0.44	NA	S	NA	FALSE	22	0	subject	0.00627727272727273	0.0112624082605294	0.00157101184956569	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.0115705789435504	Subject	0.0372044109034003	S	0.197138416684172	Subject	0.0183507541914078	3	0	0	3	1	Subject	TRUE
EFNB1	ENSG00000090776	protein_coding	chrX	68829021	68842160	EFNB1	ENSG00000090776	protein_coding	Mostly S	0.11	NA	VE	all F S	FALSE	9	0.333333333333333	variable escape	0.167788888888889	0.167318091105269	0.0584744027001131	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.167788888888889	1	1	1	0	0	Escape	TRUE
EIF1AX	ENSG00000173674	protein_coding	chrX	20124525	20141838	EIF1AX	ENSG00000173674	protein_coding	E	1	NA	NA	all F E or E+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.230221921386839	VE	4.59327029016748e-08	Escape	0.230221921386839	1	1	1	0	0	Escape	FALSE
EIF2S3	ENSG00000130741	protein_coding	chrX	24054946	24078810	EIF2S3	ENSG00000130741	protein_coding	E	1	NA	E	all F E or E+U	FALSE	32	0.84375	escape	0.29511875	0.11691901646563	0.254608377597671	Escape	185	0.217105263157895	8.78084788648273e-18	0.173913043478261	NA	NA	1	1	1	0.195509153318078	Escape	NA	NA	NA	NA	NA	NA	0.238970146262355	E	6.27026162011932e-15	Escape	0.243199349860144	3	3	1	0	0	Escape	FALSE
ELF4	ENSG00000102034	protein_coding	chrX	130063955	130110716	ELF4	ENSG00000102034	protein_coding	S	0	NA	S	NA	FALSE	47	0.0851063829787234	subject	0.0399234042553192	0.0664766131245187	0.0209180474632143	Subject	101	0.01	1	NA	NA	0	1	0	0	0.005	Subject	escapee , relaxed set	3	1	0.333333333333333	0.069013199045785	Subject	0.0211828970928766	S	0.0343778914125031	Subject	0.0337798750984952	4	0	0	4	1	Subject	FALSE
ELK1	ENSG00000126767	protein_coding	chrX	47635521	47650604	ELK1	ENSG00000126767	protein_coding	S	0	NA	S	all F S	FALSE	32	0.15625	subject	0.0511375	0.0700430731534118	0.0268688133190578	Subject	24	0	1	0	NA	0	2	0	0	0	Subject	NA	NA	NA	NA	NA	NA	0.0181566404720237	S	0.553837467608639	Subject	0.0230980468240079	3	0	0	3	1	Subject	FALSE
EMD	ENSG00000102119	protein_coding	chrX	154379273	154381574	EMD	ENSG00000102119	protein_coding	S	0	NA	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0506221373836382	VE	0.0647578295580388	Subject	0.0506221373836382	1	0	0	1	1	Subject	FALSE
ENOX2	ENSG00000165675	protein_coding	chrX	130622325	130903234	ENOX2	ENSG00000165675	protein_coding	Mostly S	0.33	NA	S	all F S or S+U	FALSE	45	0.0666666666666667	subject	0.0288266666666667	0.0600464494446515	0.011282322145276	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	0	0	0.0019882647063542	Subject	NA	NA	NA	NA	0.0154074656865104	2	0	0	2	1	Subject	FALSE
EOLA1	ENSG00000197620	protein_coding	chrX	149540355	149550510	CXorf40A	ENSG00000197620	protein_coding	S	0.22	NA	S	all F S or S+U	FALSE	8	0.125	subject	0.0587	0.0647473992858842	0.0138323414027431	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0545339243017003	S	0.0918875800680829	Subject	0.0566169621508501	2	0	0	2	1	Subject	FALSE
EOLA2	ENSG00000197021	protein_coding	chrX	149929527	149938700	CXorf40B	ENSG00000197021	protein_coding	S	NA	NA	NA	all F S or S+U	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166164294313599	VE	0.0246013227179646	Subject	0.166164294313599	1	0	0	1	1	Subject	FALSE
ERCC6L	ENSG00000186871	protein_coding	chrX	72204657	72239027	ERCC6L	ENSG00000186871	protein_coding	S	0.22	NA	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0478483994059688	S	0.0883251560078211	Subject	0.0478483994059688	1	0	0	1	1	Subject	FALSE
F8	ENSG00000185010	protein_coding	chrX	154835788	155026940	F8	ENSG00000185010	protein_coding	S	0	NA	S	NA	FALSE	24	0.208333333333333	subject	0.0637625	0.100476862197008	0.0235633829213604	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0637625	1	0	0	1	1	Subject	FALSE
F8A1	ENSG00000288722	protein_coding	chrX	154886355	154888061	F8A1	ENSG00000277203	protein_coding	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
F8A3	ENSG00000277150	protein_coding	chrX	155456914	155458620	F8A3	ENSG00000277150	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
FAAH2	ENSG00000165591	protein_coding	chrX	57286706	57489193	FAAH2	ENSG00000165591	protein_coding	S	0.22	NA	S	NA	FALSE	33	0.0303030303030303	subject	0.0305090909090909	0.0576225236107612	0.0108487349818811	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0305090909090909	1	0	0	1	1	Subject	FALSE
FAM104B	ENSG00000182518	protein_coding	chrX	55143102	55161310	FAM104B	ENSG00000182518	protein_coding	S	0.11	NA	S	all F S or S+U	FALSE	13	0.153846153846154	subject	0.0979076923076923	0.109553841112779	0.0383535458884557	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	0	0	0.00184750773582465	Subject	NA	NA	NA	NA	0.0498776000217585	2	0	0	2	1	Subject	FALSE
FAM120C	ENSG00000184083	protein_coding	chrX	54068324	54183281	FAM120C	ENSG00000184083	protein_coding	S	NA	NA	S	all F S	FALSE	41	0.121951219512195	subject	0.0485463414634146	0.0927765813596324	0.0201473767202623	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	escapee , relaxed set	2	1	0.5	0.134021713246961	Escape	NA	NA	NA	NA	0.0912840273551878	2	1	0.5	1	0.5	Subject	FALSE
FAM156A	ENSG00000268350	protein_coding	chrX	52926402	52995472	FAM156A	ENSG00000268350	protein_coding	S	0	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
FAM156B	ENSG00000179304	protein_coding	chrX	52891306	52908560	FAM156B	ENSG00000179304	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
FAM199X	ENSG00000123575	protein_coding	chrX	104166453	104195902	FAM199X	ENSG00000123575	protein_coding	S	0	NA	S	all F S	FALSE	30	0.0333333333333333	subject	0.00924	0.0255834752701143	8.50709501860995e-05	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	4	0	0	0.00362019581650069	Subject	0.00756187646116165	S	0.5919471044178	Subject	0.00680735742588745	3	0	0	3	1	Subject	FALSE
FAM3A	ENSG00000071889	protein_coding	chrX	154506159	154516242	FAM3A	ENSG00000071889	protein_coding	S	0	S	NA	all F S	FALSE	NA	NA	NA	NA	NA	NA	NA	74	0	1	NA	NA	0	1	0	0	0	Subject	escapee , relaxed set	2	1	0.5	0.0490484452842919	Subject	0.0362699024225179	S	0.0627775120975704	Subject	0.0284394492356033	3	0	0	3	1	Subject	FALSE
FAM50A	ENSG00000071859	protein_coding	chrX	154444141	154450654	FAM50A	ENSG00000071859	protein_coding	S	0	NA	NA	all F S	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
FANCB	ENSG00000181544	protein_coding	chrX	14835961	14873069	FANCB	ENSG00000181544	protein_coding	S	0	NA	S	all F S or S+U	FALSE	17	0.176470588235294	subject	0.0767647058823529	0.107931042459853	0.025457545108459	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0767647058823529	1	0	0	1	1	Subject	FALSE
FGD1	ENSG00000102302	protein_coding	chrX	54445454	54496234	FGD1	ENSG00000102302	protein_coding	Mostly S	0.11	NA	S	S or S+U and VE	FALSE	25	0.2	subject	0.068612	0.115650642453901	0.0232769481580709	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.068612	1	0	0	1	1	Subject	FALSE
FGF13	ENSG00000129682	protein_coding	chrX	138614727	139222777	FGF13	ENSG00000129682	protein_coding	Mostly S	NA	NA	VE	all F S or S+U	FALSE	13	0.307692307692308	variable escape	0.104107692307692	0.122921577042292	0.0372867618601318	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.104107692307692	1	1	1	0	0	Escape	TRUE
FHL1	ENSG00000022267	protein_coding	chrX	136146702	136211359	FHL1	ENSG00000022267	protein_coding	Mostly S	0.11	S	VE	all F S or S+U	FALSE	38	0.342105263157895	variable escape	0.12355	0.157624455761325	0.0734326760916121	Escape	11	0	1	0	NA	NA	1	0	0	0	Subject	escapee , relaxed set	3	1	0.333333333333333	0.102843610125501	Escape	NA	NA	NA	NA	0.0754645367085003	3	2	0.666666666666667	1	0.333333333333333	Escape	TRUE
FLNA	ENSG00000196924	protein_coding	chrX	154348524	154374634	FLNA	ENSG00000196924	protein_coding	S	0	NA	S	all F S	FALSE	22	0.0454545454545455	subject	0.0383318181818182	0.0586580030374911	0.0138201987773561	Subject	17	0	1	0	0	0	3	0	0	0	Subject	inactivated gene	4	0	0	0.00107283422062471	Subject	0.0136335109264605	S	0.0331095446605579	Subject	0.0132595408322258	4	0	0	4	1	Subject	FALSE
FMR1	ENSG00000102081	protein_coding	chrX	147911919	147951125	FMR1	ENSG00000102081	protein_coding	S	0.11	S	S	all F S or S+U	FALSE	24	0	subject	0.00265416666666667	0.013002708051274	-0.002548	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	escapee , relaxed set	4	1	0.25	0.0283725578161206	Subject	0.0183500125147582	S	0.189590184893871	Subject	0.0164589123325152	3	0	0	3	1	Subject	FALSE
FOXO4	ENSG00000184481	protein_coding	chrX	71095851	71103532	FOXO4	ENSG00000184481	protein_coding	VE	0.33	NA	NA	too much U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Escape	FALSE
FTSJ1	ENSG00000068438	protein_coding	chrX	48476021	48486364	FTSJ1	ENSG00000068438	protein_coding	S	0	NA	S	all F S or S+U	FALSE	26	0	subject	0.0102576923076923	0.0271866021867673	-0.000192501135187564	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0129366174755232	S	0.362000023718271	Subject	0.0115971548916078	2	0	0	2	1	Subject	FALSE
FTX	ENSG00000230590	lncRNA	chrX	73940435	74293574	FTX	ENSG00000230590	lincRNA	S	0	NA	NA	too much U	FALSE	33	0.121212121212121	subject	0.0508030303030303	0.0773000868565508	0.0244288431697163	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	escapee , relaxed set	5	1	0.2	0.0694802222787805	Subject	NA	NA	NA	NA	0.0601416262909054	2	0	0	2	1	Subject	FALSE
FUNDC1	ENSG00000069509	protein_coding	chrX	44523639	44542859	FUNDC1	ENSG00000069509	protein_coding	E	0.89	NA	E	all F E or E+U	FALSE	29	0.96551724137931	escape	0.459527586206896	0.126398496534209	0.413523227551274	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.202334884730448	E	4.19546197667329e-05	Escape	0.330931235468672	2	2	1	0	0	Escape	FALSE
FUNDC2	ENSG00000165775	protein_coding	chrX	155025980	155060304	FUNDC2	ENSG00000165775	protein_coding	S	0	NA	S	all F S or S+U	FALSE	30	0.0666666666666667	subject	0.0312366666666667	0.0756754161481482	0.00415656678435146	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0312366666666667	1	0	0	1	1	Subject	FALSE
G6PD	ENSG00000160211	protein_coding	chrX	154531391	154547572	G6PD	ENSG00000160211	protein_coding	S	0	S	S	all F S	FALSE	15	0	subject	0.00692	0.0155955671357509	-0.000972445914079276	Subject	NA	NA	NA	0	NA	0	2	0	0	0	Subject	NA	NA	NA	NA	NA	NA	0.0117915949226944	S	0.12063875722559	Subject	0.0062371983075648	3	0	0	3	1	Subject	FALSE
GABRE	ENSG00000102287	protein_coding	chrX	151953124	151974680	GABRE	ENSG00000102287	protein_coding	S	0	NA	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	4	0	0	0.00375484580190094	Subject	NA	NA	NA	NA	0.00375484580190094	1	0	0	1	1	Subject	FALSE
GDI1	ENSG00000203879	protein_coding	chrX	154436913	154443467	GDI1	ENSG00000203879	protein_coding	S	0	NA	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	357	0.00280898876404494	1	NA	NA	0	1	0	0	0.00140449438202247	Subject	NA	NA	NA	NA	NA	NA	0.00837334278935922	S	0.0244071774580539	Subject	0.00488891858569085	2	0	0	2	1	Subject	FALSE
GEMIN8	ENSG00000046647	protein_coding	chrX	14006726	14029893	GEMIN8	ENSG00000046647	protein_coding	Mostly E	1	NA	VE	all F E or E+U	FALSE	25	0.24	variable escape	0.097004	0.125637310275783	0.0477541743718931	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	2	0.666666666666667	0.243313793573352	Escape	NA	NA	NA	NA	0.170158896786676	2	1	0.5	1	0.5	Escape	FALSE
GK	ENSG00000198814	protein_coding	chrX	30653359	30731462	GK	ENSG00000198814	protein_coding	S	0	NA	S	too much U	FALSE	45	0.0666666666666667	subject	0.0357333333333333	0.0767914679209517	0.0132964368645363	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	0	0	0.00215392082054988	Subject	0.0100379035323684	S	0.705687267140557	Subject	0.0159750525620839	3	0	0	3	1	Subject	FALSE
GLA	ENSG00000102393	protein_coding	chrX	101393273	101408012	GLA	ENSG00000102393	protein_coding	S	0.22	NA	S	too much U	FALSE	11	0.181818181818182	subject	0.0955363636363636	0.119335529267082	0.0250135725013385	Subject	18	0	1	NA	0	0	2	0	0	0	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0477681818181818	2	0	0	2	1	Subject	FALSE
